question_id,rodada,criterio_numero,criterio_nome,eixo,acao_realizada,status_efetividade
123,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí a expressão problemática no enunciado por 'valorização da primazia da concepção sobre o resultado material' e ajustei a alternativa B trocando 'ideia' por 'concepção' e 'centralidade do conceito' por 'centralidade da ideia', quebrando a repetição exata da palavra-chave enquanto preservava o sentido original.",NAO_RESOLVIDO (voltou a aparecer)
131,1,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo 'identifique' por 'avalie', no comando do enunciado, para exigir explicitamente a operação cognitiva de avaliação: 'avalie as condutas propostas e selecione aquela que a biomédica deve defender'.",RESOLVIDO
131,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito para a letra E, mediante reordenação das alternativas (sem alteração de conteúdo), movendo a alternativa original A para a posição E.",RESOLVIDO
132,1,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi ajustado de 'uma formulação historicamente mais adequada para sua consolidação é a de que ela se constituiu como' para 'avalie qual formulação melhor se alinha à consolidação desse campo como', explicitando a operação de avaliação exigida pelo nível declarado.",RESOLVIDO
132,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas para reposicionar o gabarito original (conteúdo correto) na letra E, sem alterar o conteúdo de nenhuma alternativa.",RESOLVIDO
141,1,7,Distratores devem ser plausíveis,FE,"Substituí termos absolutos por formulações condicionais e explicativas, esclarecendo por que cada distrator está incorreto sem usar generalizações absolutas ('sempre', 'apenas').",NAO_RESOLVIDO (voltou a aparecer)
141,1,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para 'avalie a afirmação do estudante e selecione a justificativa que a sustenta corretamente', tornando explícito que o aluno deve avaliar e escolher a justificativa adequada.",RESOLVIDO
141,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito para a letra B, reorganizando as alternativas sem alterar substancialmente seus conteúdos, apenas ajustando a formulação da nova alternativa B para que ela contenha a justificativa correta.",RESOLVIDO
141,2,1,Gabarito deve existir e ser único,FE,Alterado o gabarito declarado de B para A.,RESOLVIDO
141,2,3,Gabarito não pode repetir um distrator,FE,"Corrigido o gabarito para A, que é a alternativa correta e distinta dos distratores.",RESOLVIDO
141,2,4,Correção factual do gabarito,FE,"Gabarito alterado para A, que apresenta o postulado correto (três pontos não colineares determinam um único plano).",RESOLVIDO
141,2,7,Distratores devem ser plausíveis,FE,"Suavizados termos absolutos nos distratores: em B, 'tornando o terceiro ponto necessário para fixá-lo' → 'sendo necessário um terceiro ponto para auxiliar na fixação'; em D, 'somente se' → 'seria válida somente se' e 'contudo' → 'entretanto'; em E, 'não exigindo quatro' → 'sem necessidade de um quarto ponto'.",NAO_RESOLVIDO (voltou a aparecer)
151,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reordenou-se as alternativas trocando as posições das opções A e B, reposicionando o gabarito correto para a letra B, a fim de equilibrar a distribuição do gabarito no conjunto.",RESOLVIDO
151,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o enunciado por 'construa a expressão que representa o plano tangente ao gráfico de f nesse ponto, combinando os termos a seguir:', utilizando o verbo 'construir' para exigir a operação cognitiva de Criar, alinhando-se ao nível declarado.",NAO_RESOLVIDO (voltou a aparecer)
160,1,15,Texto-base deve ser necessário,FE,"Ajustou-se o enunciado (stem) para explicitamente condicionar a avaliação das asserções ao contexto apresentado no texto-base ('Com base no contexto apresentado, avalie...'), forçando o examinando a integrar as informações do texto-base para julgar a relação entre as asserções.",NAO_RESOLVIDO (voltou a aparecer)
160,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra B, reorganizando o item para que a alternativa correta não coincida com a letra dominante do conjunto, sem alterar o conteúdo das alternativas.",RESOLVIDO
160,2,4,Correção factual do gabarito,FE,Alterado o gabarito de B para A.,RESOLVIDO
160,2,6,Gabarito não deve se destacar por tamanho,FE,"Reescrita da alternativa A para reduzir a extensão, tornando-a mais concisa e alinhada ao tamanho médio das demais opções: 'As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.'",RESOLVIDO
160,2,18,Conformidade com o tipo de questão declarado,AP,"Renomeados os campos para 'assertion_i' e 'assertion_ii' e ajustado o enunciado para referir-se explicitamente a 'asserções', alinhando a estrutura do item ao template de Asserção-Razão.",RESOLVIDO
160,2,15,Texto-base deve ser necessário,FE,"Ajustado o enunciado para 'Com base no contexto apresentado, avalie as seguintes asserções e a relação proposta entre elas:', estabelecendo conexão explícita entre o texto-base e a tarefa de avaliação das asserções.",NAO_RESOLVIDO (voltou a aparecer)
165,1,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se 'identifique' por 'avalie' no enunciado, alinhando a operação cognitiva exigida ao nível Avaliar.",RESOLVIDO
165,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reordenaram-se as alternativas preservando integralmente seus conteúdos, reposicionando o gabarito da antiga alternativa A para a letra D, equilibrando a distribuição.",RESOLVIDO
167,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescrevi a alternativa correta (agora E) substituindo 'células citotóxicas' por 'atuarem contra células infectadas', eliminando a repetição direta da palavra rara do enunciado.",NAO_RESOLVIDO (voltou a aparecer)
167,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito da alternativa A para a alternativa E, reorganizando as opções sem alterar seus conteúdos.",RESOLVIDO
167,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o trecho final do enunciado por 'pode ser melhor explicada por', elevando a demanda cognitiva para que o estudante analise/explicite o mecanismo subjacente, em vez de apenas identificar a correspondência.",RESOLVIDO
167,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Removida a palavra 'citotóxicas' do enunciado, substituindo-a por 'função predominante desempenhada pelas células...'. As alternativas permaneceram inalteradas, eliminando a pista verbal.",NAO_RESOLVIDO (voltou a aparecer)
171,1,6,Gabarito não deve se destacar por tamanho,FE,"Reordenamento das alternativas: o conteúdo correto (originalmente na alternativa A) foi reposicionado para a alternativa C, que possui extensão compatível com as demais opções, eliminando o destaque por tamanho.",NAO_RESOLVIDO (voltou a aparecer)
171,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado da letra A para a letra C, por meio de reordenação das alternativas, sem alterar o conteúdo de nenhuma delas.",RESOLVIDO
171,1,17,Aderência ao nível de Bloom declarado,AP,O enunciado foi ajustado com o verbo 'analisar' para exigir explicitamente a operação cognitiva do nível Analisar: '...a equipe técnica deve analisar'.,RESOLVIDO
171,2,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei a alternativa C removendo trechos redundantes ('reconhecendo que a educação infantil, o ensino fundamental e o ensino médio compõem a primeira, enquanto a segunda se estrutura em cursos de graduação e em diferentes modalidades de pós-graduação') e mantendo apenas a formulação essencial que preserva o conteúdo correto. Também ajustei levemente os distratores para equilibrar o comprimento relativo entre as opções.",RESOLVIDO
184,1,11,Comando do enunciado deve ser explícito,FE,"Reescreveu o enunciado como comando direto: 'Calcule o fator multiplicativo que deve ser incluído na função integranda ao reescrever a integral tripla em coordenadas $(u,v,w)$.'",RESOLVIDO
184,1,17,Aderência ao nível de Bloom declarado,AP,Alterou o nível de Bloom declarado de 'Avaliar' para 'Aplicar' e ajustou o verbo do enunciado para 'Calcule' (to apply).,RESOLVIDO
184,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou o gabarito da letra A para a letra C, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
184,2,5,Paralelismo: extensão homogênea,FE,"Padronizei a notação de todas as alternativas para $\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|$ e ajustei o valor da alternativa D para $\dfrac{1}{4}$, mantendo coerência notacional com as demais.",RESOLVIDO
184,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Incluí a palavra 'linear' também nas alternativas A e B (por exemplo, 'combinações lineares' em A e 'mudanças lineares' em B) para eliminar a pista verbal exclusiva da alternativa C.",NAO_RESOLVIDO (voltou a aparecer)
184,2,6,Gabarito não deve se destacar por tamanho,FE,"Reescrevi as demais alternativas (A, B, D e E) com justificativas de extensão e nível de detalhe comparáveis à alternativa C, equalizando o comprimento e a sofisticação das explicações.",RESOLVIDO
186,1,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi alterado de 'qual alternativa classifica' para 'avalie as classificações... e assinale', incorporando o verbo 'avaliar' para alinhar a tarefa cognitiva mínima exigida ao nível de Bloom declarado (Avaliar).",NAO_RESOLVIDO (voltou a aparecer)
186,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas ciclicamente para que o gabarito correto (que antes estava na letra A) passasse a ocupar a letra B, eliminando a coincidência com a letra dominante.",RESOLVIDO
186,2,4,Correção factual do gabarito,FE,"Alterado o campo correct_option de B para A, refletindo que a alternativa A é a única defensável.",RESOLVIDO
224,1,7,Distratores devem ser plausíveis (remover termos absolutos),FE,"Substituí os termos absolutos por formulações mais moderadas e plausíveis em todas as alternativas (A, B, D e E), mantendo o erro conceitual subjacente mas sem generalizações exageradas.",RESOLVIDO
224,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Mantive a formulação da alternativa C por ser tecnicamente precisa, mas ajustei as demais alternativas para que também incorporassem vocabulário técnico do domínio (lexicografia, lexicologia, morfológico, acepções), reduzindo a exclusividade da pista verbal no gabarito.",NAO_RESOLVIDO (voltou a aparecer)
224,1,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para 'avaliar a organização do verbete apresentado e selecionar o julgamento que melhor se aplica a ela', tornando explícito o comando de avaliação exigido pelo nível de Bloom declarado.",RESOLVIDO
224,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí termos repetidos do enunciado por sinônimos e reformulei parcialmente a frase: troquei 'articula' por 'integra', 'critérios de seleção e representação próprios da lexicografia' por 'segundo critérios de seleção e representação próprios da prática lexicográfica', mantendo o sentido técnico mas quebrando a repetição exata de palavras raras do enunciado.",RESOLVIDO
227,1,12,Evitar lacunas no meio do enunciado,FE,"Reescreveu o enunciado por extenso, transformando-o em comando de avaliação: 'avalie as alternativas abaixo e identifique aquela que apresenta o princípio metodológico que melhor sustenta uma prática de ensino coerente com a EJA.'",RESOLVIDO
227,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou o gabarito para a letra E, reorganizando as alternativas sem alterar seus conteúdos (apenas trocando a ordem).",RESOLVIDO
227,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustou o verbo do enunciado para 'avalie', explicitando a operação cognitiva de avaliação exigida pelo nível de Bloom declarado.",NAO_RESOLVIDO (voltou a aparecer)
227,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se 'identifique' por 'assinale' no enunciado, mantendo o verbo 'avalie' que já demanda operação de julgamento/avaliação, alinhando o comando ao nível Avaliar.",RESOLVIDO
228,1,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo do enunciado de 'identifique' por 'avalie', transformando o comando em uma tarefa de avaliação ('avalie as alternativas abaixo e selecione aquela que melhor expressa...').",NAO_RESOLVIDO (voltou a aparecer)
228,2,17,Aderência ao nível de Bloom declarado,AP,"Modificou-se o enunciado para 'avalie criticamente as alternativas abaixo e justifique qual delas melhor representa', exigindo julgamento e justificativa explícita, operações cognitivas do nível Avaliar.",NAO_RESOLVIDO (voltou a aparecer)
229,1,11,Comando do enunciado deve ser explícito,FE,Reescrevi o enunciado para explicitar a tarefa: 'Avalie qual das expressões abaixo representa corretamente o momento de inércia do sólido em relação ao eixo z e justifique sua escolha com base na definição física dessa grandeza.' Isso torna o comando claro e completo.,RESOLVIDO
229,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado para 'Avalie' e acrescentei 'justifique sua escolha com base na definição física dessa grandeza', exigindo que o estudante julgue e fundamente a resposta, operação cognitiva compatível com o nível Avaliar de Bloom.",NAO_RESOLVIDO (voltou a aparecer)
229,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito da letra A para a letra B, reorganizando as alternativas sem alterar seu conteúdo.",RESOLVIDO
229,2,17,Aderência ao nível de Bloom declarado,AP,Reescrevi o enunciado para exigir explicitamente a operação de Avaliar: transformei as alternativas em julgamentos sobre a validade de afirmações (statements I a V) e usei o comando 'Julgue as afirmações... avaliando a validade de cada uma'. Isso exige que o estudante avalie criticamente cada expressão em vez de apenas identificar a correta.,RESOLVIDO
238,1,12,Evitar lacunas no meio do enunciado,FE,"Reescreveu o enunciado substituindo a lacuna por uma formulação completa e direta, usando o verbo 'avalie' para enquadrar a tarefa.",RESOLVIDO
238,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustou o comando do enunciado para 'avalie qual alternativa caracteriza corretamente...', exigindo julgamento explícito do respondente.",NAO_RESOLVIDO (voltou a aparecer)
238,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou o gabarito para a letra E, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
238,2,17,Aderência ao nível de Bloom declarado,AP,"Modificou-se o enunciado para exigir uma operação avaliativa explícita, acrescentando 'melhor justifica' e 'distinguindo-o de outros tempos e construções', de modo que o estudante precise julgar e comparar as alternativas em relação ao uso correto, e não apenas identificar a definição.",NAO_RESOLVIDO (voltou a aparecer)
241,1,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo 'identifique' por 'avalie... e selecione', explicitando a operação de julgamento exigida pelo nível Avaliar, mantendo a estrutura e intenção do enunciado.",RESOLVIDO
241,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformulado o enunciado para 'coerente com a tensão entre autoria individual e anonimato coletivo', eliminando a palavra 'avaliação' que poderia servir de atalho, e reposicionando o verbo avaliativo na ação do estudante ('avalie as alternativas').",NAO_RESOLVIDO (voltou a aparecer)
241,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí 'processo de cocriação' por 'processo de criação coletiva' na alternativa C, eliminando a repetição exata da palavra rara ('cocriação') que funcionava como atalho de resposta.",NAO_RESOLVIDO (voltou a aparecer)
251,1,12,Evitar lacunas no meio do enunciado,FE,"Removidas as lacunas do enunciado e reescrita a instrução para solicitar a identificação da alternativa que completa corretamente a frase, apresentando a sentença completa no corpo da questão (statement_i).",RESOLVIDO
251,1,17,Aderência ao nível de Bloom declarado,AP,O campo 'taxonomy_level' foi ajustado de 'Avaliar' para 'Aplicar' para refletir a operação cognitiva exigida pelo item (completar a frase aplicando regras de tempos verbais).,NAO_RESOLVIDO (voltou a aparecer)
251,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas para que o gabarito passasse a ser a letra B, eliminando o viés de letra dominante sem alterar o conteúdo de nenhuma das opções.",RESOLVIDO
251,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o verbo do enunciado de 'identifique' para 'reescreva', exigindo que o estudante aplique a regra gramatical em um novo contexto frasal, elevando a demanda cognitiva para o nível Aplicar.",RESOLVIDO
251,2,18,Conformidade com o tipo de questão declarado,AP,"Removeu-se o campo 'Afirmação I' e incorporou-se a frase modelo diretamente no enunciado (stem), mantendo a estrutura de múltipla escolha simples com alternativas que completam a tarefa.",RESOLVIDO
251,2,15,Texto-base deve ser necessário,FE,"Ao alterar o comando para 'reescreva a frase', a resolução passou a depender necessariamente das regras e conceitos apresentados no texto-base para que o estudante possa aplicá-los e escolher a alternativa correta.",NAO_RESOLVIDO (voltou a aparecer)
252,1,12,Remover lacuna do enunciado,FE,Reescreveu o enunciado substituindo a lacuna por uma formulação por extenso que solicita a avaliação da consequência geométrica.,RESOLVIDO
252,1,17,Aderência ao nível de Bloom declarado,AP,"Substituiu o comando por 'avalie a consequência geométrica correta', alinhando a operação cognitiva ao nível Avaliar.",RESOLVIDO
252,1,5,Paralelismo: extensão homogênea,FE,Alongou o gabarito ('determinam um único plano' → 'determinam um único plano que contém ambas as retas') e ajustou a extensão dos distratores para equilibrar o comprimento entre as opções.,RESOLVIDO
252,1,6,Gabarito não deve se destacar por tamanho,FE,"Ao alongar o novo gabarito (agora D) e ajustar os distratores, equalizou-se a extensão, eliminando a pista de tamanho.",RESOLVIDO
252,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou o gabarito para a letra D, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
252,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,Reescrevi o enunciado para não usar a palavra 'determinam' e reformulei as alternativas para evitar a repetição exclusiva dessa palavra na opção correta. O enunciado passou a usar 'representa corretamente a consequência geométrica' e a alternativa D foi reescrita como 'Existe um único plano que contém ambas as retas.',RESOLVIDO
260,1,11,Comando do enunciado deve ser explícito,FE,"Reescreveu-se o enunciado para: 'Com base nos dois modelos apresentados, selecione a alternativa que julga corretamente a classificação de cada equação diferencial e a estratégia de resolução apropriada para ambas.' tornando a tarefa mais explícita e completa.",RESOLVIDO
260,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra B, reorganizando as alternativas sem alterar seu conteúdo textual.",RESOLVIDO
260,2,4,Correção factual do gabarito,FE,"Alterou-se o campo correct_option de 'B' para 'A', tornando o gabarito compatível com a resolução independente do item.",RESOLVIDO
260,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se 'selecione' por 'avalie' no enunciado, alinhando o comando cognitivo ao nível de Bloom AVALIAR.",NAO_RESOLVIDO (voltou a aparecer)
288,1,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei o texto do gabarito (antiga alternativa A) para que sua extensão ficasse compatível com os demais distratores. A nova formulação 'a integral tripla pode ser expressa em diferentes ordens de integração, desde que os limites correspondam à mesma região.' tem comprimento similar aos outros itens.",RESOLVIDO
288,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí 'qualquer ordem de integração' por 'diferentes ordens de integração', eliminando a palavra-chave que funcionava como atalho.",NAO_RESOLVIDO (voltou a aparecer)
288,1,17,Aderência ao nível de Bloom declarado,AP,"Altere o verbo do enunciado de 'o resultado que justifica' para 'o teorema que fundamenta a possibilidade de trocar a ordem... estabelece que', e reformulei o comando para sugerir avaliação crítica em vez de mera recordação. Também reposicionei o gabarito para B, de modo que o estudante precise avaliar qual afirmação é verdadeira (ou falsa) à luz do teorema, em vez de apenas recordar seu enunciado.",NAO_RESOLVIDO (voltou a aparecer)
288,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito para a letra B, reorganizando as alternativas sem alterar seus conteúdos substantivos (apenas trocando a posição entre A e B).",RESOLVIDO
288,2,4,Correção factual do gabarito,FE,Alterado o gabarito de B para A e ajustado o texto da alternativa A para manter paralelismo com as demais.,RESOLVIDO
288,2,15,Texto-base deve ser necessário / coerência interna,FE,"Corrigido o gabarito para A, que agora está em perfeita coerência com a informação do texto-base.",RESOLVIDO
288,2,5,Paralelismo: extensão homogênea,FE,"Reescritas todas as alternativas com extensão e estrutura mais homogêneas, mantendo orações completas e nível de detalhe comparável.",RESOLVIDO
288,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformuladas as alternativas para distribuir termos-chave de forma equilibrada entre todas, eliminando a repetição concentrada que favorecia a identificação do gabarito por atalho lexical.",NAO_RESOLVIDO (voltou a aparecer)
289,1,15,Texto-base deve ser necessário,FE,"Ajustou-se o enunciado (stem) para explicitar que a avaliação deve ser feita 'Com base no texto-base', tornando-o referência obrigatória para a tarefa e vinculando a análise das asserções ao contexto fornecido.",NAO_RESOLVIDO (voltou a aparecer)
289,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a alternativa B, reorganizando a resposta esperada sem alterar o conteúdo das alternativas.",RESOLVIDO
289,2,4,Correção factual do gabarito,FE,Alterado o gabarito de 'B' para 'A'.,RESOLVIDO
289,2,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi ajustado de 'analise' (implícito no diagnóstico) para 'avalie', alinhando a operação cognitiva mínima exigida ao nível de Bloom declarado (Avaliar).",RESOLVIDO
289,2,18,Conformidade com o tipo de questão declarado,AP,"As afirmações foram movidas para os campos 'assertion_i' e 'assertion_ii' do template, e os campos statement_i a statement_iv foram deixados vazios, adequando a estrutura ao formato Asserção-Razão.",RESOLVIDO
289,2,15,Texto-base deve ser necessário,FE,"O enunciado foi explicitado para 'Com base no texto-base, avalie...', reforçando a necessidade de consulta ao texto-base para julgar as asserções.",NAO_RESOLVIDO (voltou a aparecer)
312,1,12,Evitar lacunas no meio do enunciado,FE,"Reescreveu-se o enunciado transformando-o em comando direto ('selecione a alternativa que apresenta...'), eliminando a lacuna e mantendo a mesma tarefa conceitual.",RESOLVIDO
312,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito (originalmente A) para a letra D, reorganizando as alternativas sem alterar seus conteúdos textuais.",RESOLVIDO
312,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o verbo 'selecione' por 'avalie' e reformulou-se o comando para 'avaliar as alternativas abaixo e identificar aquela que melhor representa...', exigindo julgamento crítico explícito (nível Avaliar).",NAO_RESOLVIDO (voltou a aparecer)
312,2,7,Distratores devem ser plausíveis,FE,"Foram substituídos os termos absolutos por formulações mais moderadas e plausíveis ('tende a organizar', 'frequentemente influencia', 'pode afetar', 'pode modificar'), mantendo o mesmo domínio semântico dos distratores originais sem torná-los trivialmente falsos.",RESOLVIDO
322,1,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do verbo do enunciado para 'analisar adequadamente', explicitando a operação cognitiva de análise exigida pelo nível declarado.",RESOLVIDO
322,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposição do gabarito para a letra D, mediante reordenação das alternativas sem alterar o conteúdo de nenhuma delas.",RESOLVIDO
327,1,12,Evitar lacunas no meio do enunciado,FE,Substituído o trecho com lacuna por um comando completo: 'avalie qual aspecto deve ser prioritariamente analisado no trabalho pedagógico com a língua inglesa.',RESOLVIDO
327,1,17,Aderência ao nível de Bloom declarado,AP,"Alterado o verbo do enunciado para 'avalie', exigindo explicitamente uma operação de avaliação conforme o nível de Bloom declarado.",NAO_RESOLVIDO (voltou a aparecer)
327,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito original (A) para a letra D, reorganizando as demais alternativas sem alterar seus conteúdos textuais.",RESOLVIDO
327,2,16,Alternativas devem tratar do conteúdo do item,FE,"Reescrevi todas as alternativas como afirmações completas que descrevem abordagens pedagógicas, mantendo o contraste entre a abordagem integrada (D) e abordagens dissociativas (A, B, C, E), de modo que todas dialoguem diretamente com o texto-base e o enunciado.",NAO_RESOLVIDO (voltou a aparecer)
327,2,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o enunciado para 'avalie qual das afirmações a seguir representa uma abordagem pedagógica adequada', exigindo que o estudante julgue a adequação das abordagens apresentadas nas alternativas à luz do texto-base — operação cognitiva de Avaliar (julgamento fundamentado).",NAO_RESOLVIDO (voltou a aparecer)
331,1,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi alterado de 'identifique' para 'aplique', e a frase foi ajustada para 'aplique os conceitos de polarização da ligação C–X e estabilidade do grupo de saída para selecionar...', exigindo explicitamente a operação cognitiva de Aplicação.",RESOLVIDO
331,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas, reposicionando o gabarito original (conteúdo da antiga alternativa A) para a letra B, mantendo o conteúdo de todas as opções intacto.",RESOLVIDO
331,2,11,Comando do enunciado deve ser explícito,FE,"Substituído o enunciado por uma pergunta direta: 'Com base na situação descrita, qual mudança no haleto de alquila favorece a reação de substituição nucleofílica ao explorar adequadamente a polarização da ligação C–X e a estabilidade do grupo de saída?'",NAO_RESOLVIDO (voltou a aparecer)
331,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescrita da alternativa B para evitar repetição literal das palavras do enunciado, substituindo 'explorar um grupo de saída que se afasta com maior facilidade' por 'utilizar um grupo de saída que se afasta com maior facilidade', mantendo o conteúdo técnico inalterado e removendo a coincidência exata de vocabulário que poderia servir de atalho.",NAO_RESOLVIDO (voltou a aparecer)
334,1,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo do enunciado de 'identifique' por 'selecione' e ajustado o complemento para 'procedimento adequado para aplicar', alinhando a tarefa ao nível Aplicar.",RESOLVIDO
334,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito para a letra B, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
334,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituiu-se 'malha compressiva' por 'vestimenta compressiva' na alternativa B e reescreveu-se as demais alternativas usando sinônimos e termos correlatos ('vestimenta de contenção', 'bandagem elástica', 'compressão intermitente', 'compressão localizada') para distribuir a pista verbal entre várias opções.",RESOLVIDO
343,1,11,Comando do enunciado deve ser explícito,FE,"O enunciado foi reescrito para 'avalie as alternativas abaixo e selecione aquela que estabelece a relação mais fiel e coerente entre os pensadores mencionados e suas respectivas concepções', tornando a tarefa de avaliação explícita.",RESOLVIDO
343,1,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi alterado de 'qual alternativa estabelece' para 'avalie as alternativas... e selecione', exigindo explicitamente a operação cognitiva de Avaliação (julgamento de coerência e fidelidade das alternativas em relação ao texto-base).",NAO_RESOLVIDO (voltou a aparecer)
343,2,7,Distratores devem ser plausíveis,FE,"Substituí afirmações absolutas e absurdas por inversões conceituais sutis e confusões plausíveis no distrator D (ex.: trocar 'extinção do Estado' por 'rejeitou a possibilidade de políticas fiscais', 'proteção comercial e fortalecimento do Estado' em vez de 'igualdade social e propriedade coletiva', e 'regulação moderada' para Smith). Também suavizei o distrator E removendo o termo 'apenas'.",NAO_RESOLVIDO (voltou a aparecer)
343,2,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o enunciado para 'avalie criticamente as alternativas abaixo e selecione a que melhor julga a fidelidade e coerência', usando verbos avaliativos ('avalie criticamente', 'julga') para alinhar a tarefa ao nível Avaliar.",RESOLVIDO
356,1,7,Distratores devem ser plausíveis,FE,"Substituído o termo absoluto 'apenas' por 'limita-se' na alternativa B e por 'foca principalmente' na alternativa D, preservando o erro conceitual sem generalizações excludentes extremas.",RESOLVIDO
356,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescrita do enunciado para 'avaliação' e 'selecione a alternativa mais adequada', diluindo a pista verbal e evitando a repetição exclusiva do verbo 'avalia'.",NAO_RESOLVIDO (voltou a aparecer)
356,1,11,Comando do enunciado deve ser explícito,FE,O enunciado foi reescrito para explicitar a tarefa: 'avalie as afirmações a seguir sobre a relação entre lexicologia e lexicografia no tratamento da unidade lexical “rede” e selecione a alternativa mais adequada.',RESOLVIDO
356,1,17,Aderência ao nível de Bloom declarado,AP,"O comando do enunciado foi ajustado para 'avalie as afirmações... e selecione a alternativa mais adequada', exigindo explicitamente um julgamento de valor sobre a adequação das afirmações, em consonância com o nível 'Avaliar'.",RESOLVIDO
356,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí 'significação lexical' por 'sentidos das palavras' na alternativa C, mantendo o mesmo conteúdo conceitual e eliminando a repetição exclusiva de termo raro do enunciado.",RESOLVIDO
360,1,6,Gabarito não deve se destacar por tamanho,FE,"Encurtou-se o texto do gabarito ao reposicioná-lo como alternativa D, utilizando uma formulação mais concisa ('Relacionar o conjunto de sinais sistêmicos à instalação de sepse decorrente de foco infeccioso primário, com repercussão hemodinâmica e risco de disfunção de múltiplos órgãos.') que mantém o conteúdo essencial mas reduz a extensão relativa.",NAO_RESOLVIDO (voltou a aparecer)
