question_id,question_type,discipline,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option
167,Afirmação Incompleta,microbiologia e imunologia,Analisar,"Um grupo de pesquisadores analisa uma amostra de sangue periférico de um paciente com infecção viral aguda e discreta redução na quantidade de linfócitos B circulantes. O hemograma evidencia porcentagem global de linfócitos dentro da faixa esperada, mas a citometria de fluxo mostra aumento relativo de uma população linfocitária grande, com citoplasma abundante e granulações, que não apresenta os marcadores usuais das populações B e T. Paralelamente, observa-se redução na carga viral ao longo dos dias, antes do pico de produção de anticorpos séricos específicos. Diante desse cenário, a equipe discute quais células participam da contenção inicial da infecção e qual tipo de resposta imune é predominante nesta fase, considerando a contribuição de diferentes subtipos linfocitários na eliminação de células infectadas e na coordenação entre componentes celulares e humorais da resposta imune adaptativa.","Nesse cenário clínico, a atuação predominante das células granulares descritas se relaciona mais adequadamente ao fato de",,,,,,,organizarem o recrutamento de linfócitos T auxiliares por meio da apresentação de antígenos virais em moléculas do complexo principal de histocompatibilidade de classe II.,substituírem a função dos linfócitos B ao secretarem diretamente imunoglobulinas que neutralizam o vírus ainda na fase inicial da infecção.,"gerarem, a partir da interação com antígenos solúveis, receptores específicos para cada vírus, responsáveis pela memória imunológica duradoura.","diferenciarem-se em plasmócitos de vida longa após contato com o vírus, garantindo aumento sustentado da concentração de anticorpos séricos.","eliminarem células infectadas de maneira independente da produção de imunoglobulinas, contribuindo para o controle viral antes da resposta mediada por anticorpos.",E
171,Afirmação Incompleta,funcionamento da educacao brasileira e politicas publicas,Compreender,"Uma secretaria municipal de educação elabora seu plano plurianual com a intenção de ampliar vagas na educação infantil e no ensino médio. Para fundamentar essa decisão, a equipe técnica precisa interpretar a organização dos níveis e etapas da educação nacional prevista na legislação, bem como analisar dados de matrícula, fluxo e atendimento. Ao estruturar o diagnóstico, torna-se indispensável distinguir quais etapas integram a educação básica e quais pertencem à educação superior, reconhecendo que, nesta última, há organização própria de cursos de graduação e de distintas formas de pós-graduação, com finalidades e requisitos específicos. Também é necessário identificar modalidades que atravessam diferentes níveis, como aquelas destinadas a jovens e adultos ou a pessoas com deficiência, já que essa compreensão é decisiva para definir metas, formação docente e fontes de financiamento compatíveis com cada etapa e modalidade.","Para organizar adequadamente o diagnóstico e relacionar metas e recursos às responsabilidades de cada rede, a equipe técnica deve",,,,,,,"organizar as etapas de escolarização obrigatória e não obrigatória em um conjunto ampliado, concentrando a distinção sobretudo nas modalidades que atendem jovens, adultos e pessoas com deficiência, independentemente do nível em que ocorram.","considerar a educação infantil e a educação superior como etapas agrupadas em um mesmo nível, reservando outro nível para o ensino fundamental e o ensino médio, em função do peso desses últimos no atendimento da população.","diferenciar as etapas da educação básica das da educação superior, reconhecendo que a educação infantil, o ensino fundamental e o ensino médio compõem a primeira, e que a segunda se organiza em graduação e pós-graduação, além de identificar modalidades que atravessam ambos os níveis.","classificar a educação infantil, o ensino fundamental, o ensino médio e os cursos de graduação como partes de um mesmo nível escolar, tratando a pós-graduação como modalidade específica voltada ao atendimento de públicos diferenciados.","distribuir as etapas de ensino segundo o tipo de público atendido, agrupando crianças, adolescentes, jovens e adultos em blocos de idade, sem vincular esses grupos aos níveis definidos na legislação educacional.",C
184,Múltipla Escolha Simples,calculo diferencial e integral iii,Aplicar,"Considere a transformação de variáveis dada por $x=u+v+w$, $y=u-v+w$ e $z=u+v-w$. Um estudante deseja calcular o volume do sólido $S$, definido no espaço cartesiano pelas desigualdades $0\le x+y\le 2$, $0\le x+z\le 2$ e $0\le y+z\le 2$, por meio da integral tripla após a mudança de coordenadas. Sabe-se que, no novo sistema, o domínio correspondente é o cubo $0\le u\le 1$, $0\le v\le 1$, $0\le w\le 1$.","Ao reescrever a integral tripla em coordenadas $(u,v,w)$ para calcular o volume do sólido $S$, determine o valor do módulo do determinante jacobiano $\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|$ que deve multiplicar a função integranda.",,,,,,,"$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=2$, pois a soma dos coeficientes das variáveis na transformação leva a esse fator.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=1$, pois a transformação linear preserva o volume do domínio.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=8$, pois o produto dos coeficientes máximos de cada variável resulta nesse valor.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=4$, pois a transformação linear escala o volume por esse fator.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=\dfrac{1}{4}$, pois o jacobiano da transformação inversa seria esse valor.",D
186,Múltipla Escolha Simples,calculo diferencial e integral iii,Analisar,"Em um estudo sobre o resfriamento de um corpo, um grupo modelou a temperatura $T$ em função do tempo $t$ por meio da relação $\frac{dT}{dt}+kT=0$, com $k>0$. Em seguida, outro grupo propôs uma modelagem da temperatura $u(x,t)$ em uma barra, em que a variação no tempo dependia também da posição, usando $\frac{\partial u}{\partial t}=\alpha \frac{\partial^2 u}{\partial x^2}$. Por fim, um terceiro grupo analisou a equação $T\,\frac{d^2T}{dt^2}+\left(\frac{dT}{dt}\right)^2=e^t$.","Com base nas modelagens apresentadas no texto-base, assinale a alternativa que classifica corretamente a ordem e o tipo (EDO ou EDP) de cada uma das três equações diferenciais, distinguindo equações ordinárias (EDOs) de equações parciais (EDPs).",,,,,,,A primeira é uma EDO linear de 1ª ordem; a segunda é uma EDP de 2ª ordem; a terceira é uma EDO linear de 2ª ordem.,A primeira é uma EDO linear de 1ª ordem; a segunda é uma EDP não linear de 2ª ordem; a terceira é uma EDO não linear de 2ª ordem.,A primeira é uma EDP de 1ª ordem; a segunda é uma EDO de 2ª ordem; a terceira é uma EDP não linear de 2ª ordem.,A primeira é uma EDO linear de 2ª ordem; a segunda é uma EDP de 1ª ordem; a terceira é uma EDO não linear de 1ª ordem.,A primeira é uma EDO não linear de 1ª ordem; a segunda é uma EDP de 2ª ordem; a terceira é uma EDO não linear de 2ª ordem.,B
224,Múltipla Escolha Simples,semantica,Avaliar,"Em um dicionário contemporâneo de língua portuguesa, a palavra 'banco' aparece com várias acepções: 'instituição financeira', 'assento longo' e 'faixa de areia'. A obra também registra a classe gramatical, exemplos de uso e remissões para unidades correlatas, como 'banqueta' e 'bancada'. Em uma revisão crítica desse verbete, um lexicógrafo observa que a seleção e a organização dessas informações não são neutras, pois dependem de critérios sobre o que conta como unidade lexical e sobre como representar seus sentidos de forma adequada ao uso linguístico.","Considerando a relação entre lexicologia e lexicografia, avalie criticamente a organização do verbete apresentado e selecione o julgamento que melhor se aplica a ela.",,,,,,,"Ela é adequada porque distingue os diferentes sentidos do vocábulo, tratando cada acepção como unidade autônoma quando a justificativa lexicográfica o exige.",Ela é inadequada porque dicionários devem privilegiar o significado etimológico em detrimento de acepções de uso corrente e exemplos contextuais.,"Ela é adequada porque integra a descrição do vocábulo em suas acepções, usos e relações paradigmáticas, segundo critérios de seleção e representação próprios do trabalho lexicográfico.","Ela é inadequada porque a lexicologia se restringe à classificação morfológica das palavras, sem considerar sentidos, remissões ou organização de verbetes.","Ela é adequada porque obras de referência devem priorizar o mapeamento de sinônimos, ainda que isso implique reduzir a identificação de acepções distintas do mesmo vocábulo.",C
227,Afirmação Incompleta,educacao de jovens e adultos,Compreender,"No contexto da Educação de Jovens e Adultos, o planejamento docente precisa articular experiências prévias dos estudantes, objetivos formativos e situações significativas de aprendizagem. Considerando os princípios metodológicos e as práticas de ensino, a organização do trabalho pedagógico exige decisões que favoreçam a participação, a problematização e a contextualização dos conteúdos.","Nessa perspectiva, o princípio metodológico que sustenta uma prática de ensino coerente com a Educação de Jovens e Adultos é",,,,,,,"priorização exclusiva da memorização de conceitos abstratos, como estratégia suficiente para a aprendizagem.","transmissão sequencial de conteúdos padronizados, independentemente das experiências sociais dos educandos.","centralização do ensino na repetição mecânica de exercícios, para assegurar a homogeneidade da turma.","substituição da contextualização por atividades descoladas do cotidiano, para evitar interferências subjetivas.",mediação pedagógica fundamentada na problematização da realidade do estudante e na valorização de seus saberes.,E
228,Afirmação Incompleta,geografia economica,Compreender,"Em um seminário sobre a formação da Geografia Econômica, uma professora apresenta três ideias centrais: (I) a economia estuda a administração dos recursos e das atividades produtivas; (II) a Geografia Econômica analisa a distribuição espacial dessas atividades e suas conexões territoriais; (III) a consolidação da área foi marcada por autores que, em diferentes momentos, relacionaram espaço, produção e circulação, como Alfred Weber e Milton Santos.","Considerando o contexto apresentado, assinale a alternativa que descreve o objeto de estudo da Geografia Econômica como sub-ramo da Geografia.",,,,,,,"as variações climáticas e geomorfológicas que explicam, isoladamente, a localização dos fenômenos naturais, com foco exclusivo nos elementos físicos.","a administração interna das empresas, concentrando-se na eficiência gerencial e na contabilidade das organizações, com ênfase nos processos administrativos.","a organização espacial da produção, da circulação e do consumo, articulando recursos, território e desigualdades em diálogo com a economia.","as leis universais do mercado, consideradas independentes do espaço geográfico e dos processos históricos de formação territorial.","os aspectos culturais do comércio internacional, privilegiando apenas os fluxos monetários e os acordos financeiros entre países.",C
229,Múltipla Escolha Simples,calculo diferencial e integral iii,Lembrar,"Em aplicações de engenharia e de ciências exatas, o cálculo de integrais triplas permite determinar propriedades globais de sólidos com densidade variável, como volume, massa, centro de massa e momentos de inércia. Para isso, é essencial interpretar corretamente a função densidade e o domínio de integração.","Considere um sólido $E$ com densidade variável $\rho(x,y,z)$. Assinale a alternativa que apresenta a expressão correta para calcular o momento de inércia desse sólido em relação ao eixo $z$.",,,,,,,"I_z=\iiint_E z^2\,\rho(x,y,z)\,dV.","I_z=\iiint_E (x^2+y^2)\,\rho(x,y,z)\,dV.","I_z=\iiint_E (x+y)^2\,\rho(x,y,z)\,dV.","I_z=\iiint_E (x^2+y^2+z^2)\,\rho(x,y,z)\,dV.","I_z=\iiint_E xy\,\rho(x,y,z)\,dV.",B
238,Afirmação Incompleta,morfossintaxe da lingua inglesa,Lembrar,"Em inglês, a escolha entre tempos verbais no presente depende da relação entre hábito, ação em progresso e planejamento futuro. Em usos cotidianos, formas como o Simple Present, os adverbs of frequency e o Present Continuous podem coexistir para expressar diferentes valores aspectuais e temporais em contextos reais de comunicação.","Em uma descrição gramatical precisa, o Simple Present com adverbs of frequency é usado para expressar ações de que tipo?",,,,,,,"concluídas anteriormente, mas relevantes para o presente.","em progresso no momento da fala, com foco na duração da ação.","planejadas para o futuro próximo, especialmente em arranjos já definidos.","habituais, regulares ou gerais, com marcação temporal de rotina.","hipotéticas e condicionais, dependentes de uma cláusula if.",D
241,Múltipla Escolha Simples,arte contemporanea,Avaliar,"Uma curadora independente é convidada por uma prefeitura para coordenar um projeto de arte urbana em área central marcada por conflitos entre moradores, comerciantes e grupos de jovens. A gestão municipal declara interesse em valorizar intervenções visuais no espaço público, mas demonstra receio de que o projeto privilegie murais assinados por artistas já consagrados, reduzindo a presença de coletivos locais que costumam atuar em anonimato em muros, passagens e fachadas pouco visíveis. Em encontros abertos, representantes de crews de grafite, artistas de lambe-lambe e jovens ligados ao hip hop manifestam desconfiança diante da institucionalização de práticas que nasceram à margem de editais e patrocínios. Diante disso, a curadora precisa definir critérios de seleção e modos de produção que articulem reconhecimento profissional, participação efetiva dos coletivos, preservação de zonas de anonimato e respeito às dinâmicas urbanas já existentes.","Considerando a situação descrita, identifique a alternativa que apresenta uma conduta da curadora coerente com a avaliação das tensões entre autoria individual e anonimato coletivo na arte urbana, valorizando a dinâmica colaborativa dos grupos locais.",,,,,,,"Elaborar um edital prevendo murais de grande escala com assinatura destacada de artistas convidados e participação dos coletivos locais em funções técnicas e criativas subordinadas a esses convidados, de modo a garantir identidade autoral clara nas obras.","Estabelecer um circuito de murais em fachadas centrais com artistas reconhecidos em galerias e restringir intervenções em áreas periféricas, concentrando a programação em zonas de maior visibilidade institucional.","Organizar um processo de cocriação em que coletivos locais indiquem locais de intervenção, decidam se as obras terão assinatura individual, autoria compartilhada ou permanência anônima e negociem com moradores e comerciantes as formas de ocupação do espaço.","Contratar uma equipe de produção para mapear intervenções anônimas existentes e substituí-las por murais autorizados, com placas fixadas ao lado das obras registrando o nome de cada participante para fins de visibilidade profissional.","Definir em regulamento que todas as obras do projeto terão autoria registrada em contrato nominal e contabilidade de horas de trabalho, estabelecendo critérios homogêneos de participação para artistas individuais e coletivos.",C
251,Afirmação Incompleta,morfossintaxe da lingua inglesa,Compreender,"Em contextos comunicativos reais, a escolha do tempo verbal em inglês depende não apenas do momento da ação, mas também de sua regularidade, duração e da perspectiva temporal atribuída pelo falante. Considere a descrição de hábitos, ações em progresso e compromissos já agendados.","Na frase apresentada no texto-base, a combinação que identifica corretamente o tempo verbal utilizado para expressar o hábito e a ação temporária é",,,,,,,usually drives / takes the bus,usually drives / is taking the bus,is usually driving / takes the bus,usually drive / is taking the bus,usually driving / takes the bus,B
252,Afirmação Incompleta,geometria espacial,Lembrar,"Na Geometria Espacial, a determinação de um plano está associada a relações fundamentais entre pontos, retas e outros planos. Entre essas relações, destacam-se as condições que garantem a existência e a unicidade de um plano, bem como as posições relativas possíveis entre planos no espaço.","Com base nesses postulados e teoremas, qual é a consequência geométrica correta quando duas retas distintas são paralelas?",,,,,,,Existe apenas uma reta que é perpendicular a ambas.,Elas determinam um único plano que as contém.,Elas determinam infinitos planos distintos que as contêm.,"Elas não podem determinar qualquer plano, pois o paralelismo impede a coplanaridade.",Elas intersectam-se necessariamente em um ponto do espaço.,B
260,Múltipla Escolha Simples,calculo diferencial e integral iii,Analisar,"Em um laboratório de engenharia, um sensor mede a temperatura $y(t)$ de um equipamento. A equipe propõe dois modelos de primeira ordem para a variação térmica. No primeiro, a taxa de variação atende a $\dfrac{dy}{dt}=3y-6$. No segundo, após uma calibração, o modelo passa a ser $\dfrac{dy}{dt}=\dfrac{t^2+1}{y}$. Deseja-se identificar, para cada modelo, a estratégia de resolução mais adequada antes de iniciar os cálculos.","Considerando os dois modelos apresentados, assinale a alternativa que identifica corretamente a natureza de cada equação diferencial e descreve a estratégia apropriada para resolvê-las.",,,,,,,"O primeiro modelo é separável e o segundo é exato, pois ambos envolvem derivadas de primeira ordem com variáveis misturadas.","O primeiro modelo é homogêneo e o segundo é linear, pois em ambos a variável dependente aparece com grau um.","O primeiro modelo é exato e o segundo é homogêneo, porque ambos podem ser integrados diretamente sem substituições.","O primeiro modelo não é de primeira ordem e o segundo não admite separação de variáveis, exigindo métodos numéricos desde o início.","O primeiro modelo é linear e pode ser tratado por fator integrante; o segundo é separável, pois pode ser escrito como $y\,dy=(t^2+1)\,dt$.",E
288,Afirmação Incompleta,calculo diferencial e integral iii,Compreender,"Em problemas de engenharia, o cálculo do volume de um sólido pode exigir a integração de uma função de densidade em uma região tridimensional descrita por limites dependentes das variáveis de integração. Em certos casos, a ordem de integração pode ser alterada sem modificar o valor da integral.","Para uma função contínua em uma região sólida limitada por superfícies coordenadas e representável como região do tipo I, II ou III, o resultado que justifica a troca da ordem de integração em uma integral tripla é que...",,,,,,,"a integral depende da ordem de integração, mesmo para funções contínuas.","os limites de integração descrevem a mesma região tridimensional, independentemente da ordem escolhida.",a integral existe somente quando a região é do tipo I.,a integral se reduz necessariamente a uma integral dupla.,a troca de ordem de integração modifica o valor da integral.,B
289,Asserção-Razão,geometria espacial,Analisar,"No dimensionamento de revestimentos para um tronco de pirâmide de base quadrada, é essencial representar corretamente a geometria das faces laterais. Cada face lateral tem a forma de um trapézio isósceles, cujos lados paralelos correspondem aos lados das bases maior e menor, e cuja altura é a apótema lateral, isto é, a distância medida ao longo da face entre as bases, perpendicular às arestas das bases. A área lateral total pode ser obtida somando-se as áreas dessas faces trapézias ou, de modo equivalente, utilizando-se o perímetro das bases e a apótema lateral em uma expressão global apropriada. Uma modelagem inadequada que substitua a apótema lateral pela altura do tronco, ou que considere apenas o perímetro de uma das bases, altera significativamente o valor da área lateral e pode comprometer o orçamento de obras que dependem de estimativas precisas de consumo de materiais.","A respeito dessas asserções, assinale a alternativa correta.","Ao calcular a área lateral de um tronco de pirâmide de base quadrada, cada face lateral deve ser tratada como um trapézio cujos lados paralelos são os lados correspondentes das bases maior e menor, e cuja altura é a apótema lateral da face, de modo que a área lateral total resulte da soma das áreas desses quatro trapézios.","A área lateral de um tronco de pirâmide não pode ser corretamente obtida substituindo-se a apótema lateral pela altura do tronco nem considerando apenas o perímetro de uma das bases, uma vez que essas grandezas não representam a distância efetiva percorrida sobre as faces entre as bases nem incorporam simultaneamente a contribuição dos dois perímetros.",,,,,"As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,B
312,Afirmação Incompleta,semantica,Compreender,"Em estudos de semântica, a relação entre signos, significados e a intenção do falante é central para compreender como os enunciados produzem sentido em contextos específicos. Em uma mesma forma verbal, a interpretação pode variar conforme o uso, a situação comunicativa e o propósito enunciativo.","Nessa perspectiva, a significação verbal é compreendida de modo mais adequado como um processo que se realiza pela articulação entre o sentido linguístico e a",,,,,,,"ordem alfabética dos signos, que estabelece automaticamente a relação de sentido.","forma gráfica da palavra, que determina de modo fixo o significado em qualquer situação.","quantidade de sílabas do termo, que define seu valor semântico de maneira estável.","intenção comunicativa do falante, que orienta a interpretação do enunciado em contexto.","pronúncia individual do falante, que substitui o significado convencional do signo.",D
322,Afirmação Incompleta,educacao de jovens e adultos,Analisar,"Uma equipe de planejamento educacional de um município decide revisar o plano de Educação de Jovens e Adultos (EJA) para alinhá-lo ao Plano Nacional de Educação (PNE) vigente. O diagnóstico local indica grande contingente de jovens e adultos com escolarização básica incompleta e baixa taxa de matrícula na EJA, sobretudo entre trabalhadores que conciliam longas jornadas de trabalho com responsabilidades familiares. Ao analisar as normas nacionais, a equipe identifica que o PNE apresenta um conjunto de diretrizes, metas e estratégias que orientam a expansão da educação básica, incluindo a correção de trajetórias escolares interrompidas e a redução das desigualdades educacionais. Diante disso, o grupo precisa organizar o plano municipal de forma coerente com a estrutura do PNE, distinguindo claramente os resultados quantitativos pretendidos das ações previstas para alcançá-los.","No alinhamento do plano municipal de EJA ao Plano Nacional de Educação, a organização mais adequada entre metas e estratégias consiste em considerar que as metas locais devem expressar",,,,,,,"prioritariamente os mecanismos de acompanhamento e avaliação do plano, enquanto as estratégias especificam os resultados numéricos e os indicadores de cobertura a serem atingidos.","descrições gerais das ações de oferta, como criação de turmas noturnas e uso de espaços comunitários, enquanto as estratégias concentram os percentuais de atendimento e os resultados numéricos esperados.","principalmente os prazos administrativos e os órgãos responsáveis pela execução, enquanto as estratégias definem a abrangência do público da EJA em termos percentuais.","resultados quantificáveis de atendimento, como percentuais de jovens e adultos a serem escolarizados, enquanto as estratégias detalham formas de oferta, responsáveis e prazos para alcançar esses resultados.","principalmente a ampliação qualitativa da EJA, com formulações genéricas sobre melhoria do atendimento, enquanto as estratégias municipais agregam, em anexo, estimativas aproximadas de cobertura.",D
327,Afirmação Incompleta,morfossintaxe da lingua inglesa,Compreender,"Na abordagem da lexicogrammar, a língua é compreendida como um sistema integrado em que escolhas lexicais e gramaticais atuam conjuntamente na produção de sentidos. No ensino orientado pela BNCC, esse entendimento sustenta o eixo de conhecimentos linguísticos, ao favorecer a análise de formas, funções e usos em situações de comunicação.","Considerando a lexicogrammar e sua articulação com o eixo de conhecimentos linguísticos na BNCC, o trabalho pedagógico com a língua inglesa deve priorizar a análise de quais elementos?",,,,,,,"como as regras gramaticais devem ser ensinadas separadamente das práticas de leitura, fala e escrita.",como a descrição de categorias morfológicas dispensaria a observação dos contextos de enunciação.,como escolhas lexicais e gramaticais se combinam para produzir sentido em contextos de uso.,"como as palavras funcionam isoladamente, sem relação com a organização gramatical do texto.",como a memorização de listas de vocabulário substitui o estudo das estruturas linguísticas.,C
331,Múltipla Escolha Simples,quimica organica,Aplicar,"Uma equipe em laboratório pretende otimizar a síntese de um álcool a partir de um haleto de alquila por substituição nucleofílica. O roteiro experimental sugere inicialmente o uso de 1-bromopropano com solução aquosa de NaOH, em meio moderadamente polar, para obtenção de 1-propanol. Em uma segunda etapa, a equipe considera testar um haleto de alquila diferente, mantendo o mesmo nucleófilo, a fim de aumentar o rendimento. Durante a reunião de planejamento, surgem propostas que envolvem variar o tipo de halogênio ligado ao carbono e alterar a estrutura do substrato, sem modificar o nucleófilo nem o solvente. O objetivo é escolher um novo haleto de alquila que favoreça a reação de substituição, explorando adequadamente a polarização da ligação C–X e a estabilidade do grupo de saída.","Com base na situação descrita, identifique a alternativa que apresenta a escolha de haleto de alquila mais compatível com o objetivo de favorecer a substituição nucleofílica, considerando a polarização da ligação C–X e a facilidade de saída do grupo ligado ao carbono.",,,,,,,"Optar por 1-cloropropano em substituição a 1-bromopropano, mantendo o mesmo meio, para empregar um haleto cujo grupo ligado ao carbono permaneça mais firmemente associado durante a reação.","Substituir 1-bromopropano por 1-fluoropropano, preservando todas as demais condições, para reforçar a ligação C–F e evitar a perda do halogênio durante o ataque nucleofílico.","Selecionar 1-iodopropano em lugar de 1-bromopropano, mantendo o mesmo meio reacional, para explorar um grupo de saída que se afasta com maior facilidade do carbono e intensificar a reação de substituição.","Escolher 1-bromobutano no lugar de 1-bromopropano, sem alterar solvente ou nucleófilo, para alongar a cadeia e diminuir a polarização da ligação C–Br, limitando a substituição.","Trocar 1-bromopropano por 2-cloropropano, sem ajustar outras variáveis, para dificultar a aproximação do nucleófilo e reduzir a suscetibilidade do carbono ao ataque.",C
334,Múltipla Escolha Simples,fisioterapia dermatofuncional,Aplicar,"Um paciente de 32 anos, vítima de queimadura térmica em tronco e membros superiores há três meses, é encaminhado para atendimento fisioterapêutico em ambulatório. Na avaliação, observam-se áreas com eritema persistente, espessamento cutâneo, brilho acentuado e bordas da cicatriz elevadas, ultrapassando discretamente os limites da lesão inicial em ombro e face anterior do cotovelo direito. O paciente relata prurido intenso, sensação de repuxamento e desconforto ao movimentar o membro. À inspeção, nota-se redução da mobilidade superficial da pele e tendência à flexão do cotovelo em repouso, indicando risco de contratura. Considerando o estágio de remodelação cicatricial e a necessidade de controle da hipertrofia e da retração tecidual, o fisioterapeuta decide inserir recurso compressivo como componente central do plano terapêutico.","Considerando a situação descrita, identifique a alternativa que apresenta um procedimento condizente com o uso adequado de técnica compressiva na atenção fisioterapêutica ao paciente queimado.",,,,,,,"Executar compressão localizada sobre o centro mais elevado da cicatriz, deixando as bordas com menor pressão para preservar a circulação sanguínea nas áreas periféricas.","Usar malha compressiva sob medida, com pressão graduada e uso diário prolongado, realizando ajustes periódicos conforme a remodelação cicatricial e a redução do edema.","Aplicar bandagem elástica leve durante as sessões e em parte do dia, priorizando conforto imediato, sem planejamento de uso prolongado para remodelação cicatricial.","Implementar compressão intermitente intensa, alternando períodos curtos de pressão máxima e retirada completa do dispositivo, com foco principal na redução do prurido local.","Usar malha ampla e frouxa sobre toda a região queimada, privilegiando a sensação de conforto, com ajustes esporádicos, evitando aumento da sensação de repuxamento local.",B
343,Múltipla Escolha Simples,geografia economica,Compreender,"Ao analisar a formação do pensamento econômico, uma professora de Geografia Econômica apresenta o seguinte quadro: após a desagregação do feudalismo e a intensificação das rotas comerciais, certos autores passaram a valorizar a acumulação de metais e o papel do Estado na expansão comercial; em seguida, a fisiocracia defendeu a centralidade da terra e da produção agrícola; Adam Smith criticou essa visão e formulou a defesa do livre funcionamento dos mercados; mais tarde, Marx interpretou o capitalismo como sistema marcado pela exploração do trabalho e pelas contradições internas da acumulação; no século XX, Keynes sustentou que a economia poderia exigir intervenção estatal para enfrentar crises e desemprego.","Considerando a evolução histórica das ideias econômicas apresentada no texto-base, assinale a alternativa que associa corretamente cada corrente ou pensador à sua respectiva concepção.",,,,,,,O mercantilismo defendeu o livre-mercado sem intervenção estatal; a fisiocracia valorizou a indústria; Adam Smith criticou o liberalismo; Marx sustentou o equilíbrio espontâneo do capitalismo; Keynes rejeitou qualquer ação do Estado.,O mercantilismo associou riqueza à acumulação de metais e ao fortalecimento do Estado; a fisiocracia enfatizou a terra como fonte de riqueza; Adam Smith defendeu o livre-mercado; Marx destacou as contradições do capitalismo; Keynes justificou a intervenção estatal em crises.,O mercantilismo surgiu como crítica à expansão comercial; a fisiocracia defendeu a centralidade do comércio; Adam Smith propôs controle estatal integral da economia; Marx elaborou a teoria da utilidade marginal; Keynes explicou o comércio internacional.,O mercantilismo priorizou a igualdade social e a propriedade coletiva; a fisiocracia rejeitou a produção agrícola; Adam Smith defendeu monopólios regulados; Marx sustentou a harmonia entre classes; Keynes propôs a redução do papel do Estado.,"O mercantilismo e a fisiocracia defenderam ideias distintas, enquanto Smith, Marx e Keynes promoveram adaptações conceituais sem alterar os fundamentos da organização econômica.",B
356,Múltipla Escolha Simples,semantica,Compreender,"Em uma aula de lexicografia, uma estudante consulta diferentes dicionários para analisar como a palavra “rede” é registrada. Em um deles, aparecem várias acepções: estrutura de fios para pescar, conjunto de computadores interligados e peça de descanso suspensa. Em outro, a entrada apresenta remissões para usos especializados e indica que a forma é tratada como substantivo feminino. A professora destaca que, para interpretar adequadamente essas informações, é preciso distinguir entre o estudo do vocabulário de uma língua e a técnica de elaboração de dicionários.","Considerando o texto-base, assinale a alternativa que diferencia corretamente lexicologia e lexicografia no tratamento da unidade lexical “rede”.",,,,,,,"A lexicologia descreve e organiza as entradas em dicionários, enquanto a lexicografia estuda os significados das palavras em uso.",A lexicografia analisa o funcionamento das palavras na língua e a lexicologia registra formas lexicais em verbetes.,"A lexicologia investiga o léxico e a significação das palavras, ao passo que a lexicografia aplica esse conhecimento na elaboração e organização de dicionários.","A lexicografia concentra-se nas palavras mais frequentes da língua, enquanto a lexicologia foca em expressões fixas e provérbios.","A lexicologia e a lexicografia são termos equivalentes, pois ambos designam o conjunto de definições encontradas em um dicionário.",C
360,Múltipla Escolha Simples,microbiologia e imunologia,Analisar,"Um paciente de 67 anos, internado em unidade de terapia intensiva após cirurgia abdominal extensa, evolui com uso prolongado de cateter venoso central, nutrição parenteral e antibioticoterapia de amplo espectro por dez dias. Inicialmente estável, começa a apresentar febre, calafrios, queda progressiva da pressão arterial e taquicardia, associadas a sinais de hipoperfusão periférica. O hemograma evidencia leucocitose e aumento de marcadores inflamatórios. A equipe assistente discute se o quadro representa apenas a evolução local de uma infecção em sítio cirúrgico ou se há instalação de uma resposta inflamatória sistêmica de origem infecciosa, caracterizando sepse com risco de disfunção de múltiplos órgãos, a partir de um foco primário relacionado aos dispositivos invasivos utilizados durante a internação.","Com base na situação descrita, analise as hipóteses diagnósticas e identifique a conclusão clinicamente sustentada pelo quadro apresentado.",,,,,,,"Correlacionar a hipotensão e a taquicardia predominantemente com o estresse cirúrgico tardio, desconsiderando o foco infeccioso previamente estabelecido.",Relacionar os sinais sistêmicos à instalação de sepse com repercussão hemodinâmica e risco de disfunção orgânica.,"Associar a febre e os calafrios a uma reativação da microbiota endógena restrita ao intestino, sem repercussão sistêmica.","Atribuir os sinais sistêmicos à resposta inflamatória localizada na ferida cirúrgica, sem considerar disseminação.","Interpretar o quadro como efeito esperado do uso prolongado de antibióticos, sem associação com infecção ativa.",B
362,Afirmação Incompleta,geometria espacial,Lembrar,"Em um projeto de arquitetura, duas superfícies planas de uma estrutura são representadas por planos distintos no espaço tridimensional. A análise da posição relativa entre essas superfícies é essencial para definir o desenho e a montagem da estrutura.",Considere dois planos distintos no espaço tridimensional que possuem interseção vazia. Assinale a alternativa que identifica corretamente a posição relativa entre esses planos.,,,,,,,concorrentes.,secantes.,paralelos.,perpendiculares.,coincidentes.,C
