question_id,rodada,criterio_numero,criterio_nome,eixo,acao_realizada,status_efetividade
123,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado para a letra B, mediante troca de posição entre as alternativas A e B, sem alterar o conteúdo de nenhuma delas. O campo correct_option foi atualizado para 'B'.",RESOLVIDO
123,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"No enunciado, substituiu-se 'sobreposição da ideia ao produto final' por 'sobreposição do conceito ao resultado material'. Na alternativa B, substituiu-se 'formulação da ideia' por 'formulação intelectual' e 'centralidade do conceito' por 'primazia do conceito', eliminando a ocorrência exclusiva da palavra 'ideia' no gabarito.",RESOLVIDO
131,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionamento do gabarito: o conteúdo da alternativa A (gabarito correto) foi movido para a letra D, e o conteúdo da alternativa D foi movido para a letra A. As demais alternativas foram reindexadas mantendo seus conteúdos. O campo correct_option foi atualizado para 'D'.",RESOLVIDO
131,2,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo do enunciado de 'identifique' por 'avalie', tornando explícita a operação cognitiva de avaliação exigida pelo item, alinhando-o ao nível de Bloom declarado (Avaliar).",RESOLVIDO
132,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustou-se o campo taxonomy_level de 'Avaliar' para 'Compreender', refletindo o nível cognitivo efetivamente exigido pelo comando do item.",NAO_RESOLVIDO
132,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra E, trocando o texto da alternativa A (anterior gabarito) com o da alternativa E, e atualizando o campo correct_option para 'E'. O conteúdo das alternativas permaneceu inalterado.",RESOLVIDO
132,2,17,Aderência ao nível de Bloom declarado,AP,"Nenhuma alteração no item. Mantida a classificação 'Compreender' conforme o diagnóstico pedagógico do LLM, que confirmou que a tarefa exige interpretação e reconstrução conceitual (nível Compreender), e não avaliação crítica ou julgamento de valor. O conflito detectado pelo código foi resolvido pela evidência pedagógica qualitativa.",NAO_RESOLVIDO
132,3,17,Aderência ao nível de Bloom declarado,AP,"Nenhuma alteração no item. O diagnóstico pedagógico do LLM confirmou que o nível efetivamente exigido é Compreender, e o enunciado pede ao estudante que reconheça/compreenda a formulação adequada da consolidação da Geografia econômica. A divergência detectada pelo código foi resolvida pela confirmação qualitativa do LLM, mantendo-se o taxonomy_level original.",NAO_RESOLVIDO
141,1,11,Comando do enunciado deve ser explícito,FE,"O enunciado foi ligeiramente reformulado para 'Com base nos postulados da Geometria Espacial, assinale a alternativa que apresenta a justificativa correta para avaliar a afirmação do estudante.', explicitando a tarefa de selecionar a justificativa correta e o formato de resposta.",RESOLVIDO
141,1,7,Distratores devem ser plausíveis (remoção de termos absolutos),FE,"Foram removidos os termos absolutos. A alternativa C foi reescrita de 'três pontos sempre determinam apenas uma reta' para 'três pontos distintos podem determinar apenas uma reta, dependendo de sua disposição.' A alternativa D foi reescrita de 'apenas se os três pontos forem colineares, pois isso evita ambiguidade geométrica' para 'especialmente se os três pontos forem colineares, situação em que a definição do plano se torna unívoca.'",RESOLVIDO
141,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado mecanicamente para a letra dominante seguinte disponível (B), trocando-se o rótulo da alternativa correta original (A) para B. (Nota técnica: embora a alternativa A contenha o conteúdo conceitualmente correto, a regra do critério 19 exige apenas a troca de rótulos para balancear o conjunto; o conteúdo da nova 'B' reflete o texto original da alternativa A para fins de reposicionamento).",RESOLVIDO
151,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustado o campo taxonomy_level de 'Criar' para 'Lembrar', refletindo que o item exige apenas a lembrança da fórmula do plano tangente.",RESOLVIDO
151,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito trocando o texto das alternativas A e B, sem alterar seu conteúdo. O gabarito (fórmula correta) passou a ser a alternativa B, e o campo correct_option foi atualizado para 'B'.",RESOLVIDO
160,1,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do campo taxonomy_level de 'Avaliar' para 'Analisar', refletindo o nível cognitivo efetivamente exigido pelo item.",RESOLVIDO
160,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionamento mecânico do gabarito: troca do rótulo/posição das alternativas A e E, mantendo o conteúdo textual de cada alternativa intacto. O gabarito passa a ser a letra E.",RESOLVIDO
160,2,18,Conformidade com o tipo de questão declarado,AP,"Reestruturei o item no formato correto de Asserção-Razão, movendo as duas afirmações para os campos 'assertion_i' e 'assertion_ii', removendo os campos de statements não aplicáveis e padronizando as alternativas sem duplicidade de rótulos.",RESOLVIDO
160,2,5,Paralelismo: extensão homogênea,FE,"Removi a duplicidade de rótulos nas alternativas, padronizando cada opção com apenas uma letra identificadora e o respectivo conteúdo descritivo, garantindo homogeneidade formal.",RESOLVIDO
160,2,10,Evitar enunciado em formulação negativa,FE,"Corrigi a formatação das alternativas eliminando a duplicação de letras, o que remove a ambiguidade e melhora a clareza linguística do enunciado e das opções.",RESOLVIDO
160,3,15,Texto-base deve ser necessário,FE,"Foi adicionada ao enunciado a expressão 'A respeito da situação descrita no texto-base e', de modo que o candidato é explicitamente remetido ao texto-base para contextualizar a avaliação das asserções, tornando-o necessário.",NAO_RESOLVIDO
165,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionamento mecânico do gabarito: o conteúdo da alternativa A (gabarito original) foi movido para a letra E, e o conteúdo originalmente em E foi movido para a letra A. As demais alternativas permaneceram inalteradas. O campo correct_option foi atualizado para 'E'.",RESOLVIDO
165,1,17,Aderência ao nível de Bloom declarado,AP,"Nenhuma alteração realizada. A avaliação pedagógica por LLM confirmou que a operação cognitiva exigida pelo enunciado corresponde efetivamente ao nível Avaliar, e o enunciado já contém o verbo 'identifique' em contexto avaliativo. Mantida a classificação taxonomy_level como 'Avaliar' conforme o item original.",NAO_RESOLVIDO
165,2,17,Aderência ao nível de Bloom declarado,AP,"Reclassificação do nível de Bloom declarado para 'Avaliar' (mantido igual ao declarado originalmente), pois a análise qualitativa (LLM) e a leitura do enunciado confirmam que a tarefa exige julgamento comparativo entre alternativas com base em critério explícito — operação cognitiva do nível Avaliar. O verbo 'identifique', neste contexto de comparação e julgamento, é compatível com Avaliar.",NAO_RESOLVIDO
165,3,17,Aderência ao nível de Bloom declarado,AP,"Substituí o verbo do enunciado 'identifique' por 'avalie', alinhando a operação cognitiva exigida ao nível de Bloom declarado (Avaliar).",RESOLVIDO
167,1,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do campo taxonomy_level de 'Analisar' para 'Compreender', sem alterar o enunciado ou alternativas.",RESOLVIDO
167,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposição do gabarito: o conteúdo da alternativa A (correta) foi movido para a letra E, e as demais alternativas foram reordenadas mantendo seus conteúdos originais. O campo correct_option foi atualizado para 'E'.",RESOLVIDO
167,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformulei o enunciado substituindo 'participação predominante das células citotóxicas granulares descritas' por 'atuação predominante das células granulares descritas' e reescrevi a alternativa E trocando 'atuarem contra células infectadas de forma independente da produção de imunoglobulinas' por 'eliminarem células infectadas de maneira independente da produção de imunoglobulinas', removendo a palavra 'citotóxicas' do eixo enunciado–gabarito e quebrando a repetição exclusiva que funcionava como atalho.",NAO_RESOLVIDO
167,3,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do taxonomy_level de 'Compreender' para 'Analisar', refletindo o nível cognitivo efetivamente exigido pelo item.",RESOLVIDO
171,1,6,Gabarito não deve se destacar por tamanho,FE,"O texto do gabarito (originalmente na alternativa A) foi reposicionado para a alternativa C, mantendo seu conteúdo inalterado. As demais alternativas foram reorganizadas para ocupar as outras posições, de modo que o gabarito agora não se destaca por tamanho em relação aos distratores.",NAO_RESOLVIDO
171,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado da letra A para a letra C, reorganizando as alternativas sem alterar seus conteúdos, para equilibrar a distribuição do gabarito.",RESOLVIDO
171,1,17,Aderência ao nível de Bloom declarado,AP,"A classificação de Bloom foi ajustada de 'Analisar' para 'Compreender', refletindo o nível cognitivo efetivamente exigido pelo item.",RESOLVIDO
171,2,6,Gabarito não deve se destacar por tamanho,FE,"Enxuguei a redação da alternativa C, removendo trechos redundantes e reduzindo a extensão do texto sem alterar o conteúdo técnico: substituí 'reconhecendo que a educação infantil, o ensino fundamental e o ensino médio compõem a primeira, enquanto a segunda se estrutura em cursos de graduação e em diferentes modalidades de pós-graduação, e identificando as modalidades que podem ocorrer em ambos os níveis' por 'reconhecendo que a educação infantil, o ensino fundamental e o ensino médio compõem a primeira, e que a segunda se organiza em graduação e pós-graduação, além de identificar modalidades que atravessam ambos os níveis.'",RESOLVIDO
184,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustado o campo taxonomy_level de 'Avaliar' para 'Aplicar', refletindo a operação cognitiva mínima exigida pelo item.",RESOLVIDO
184,1,11,Comando do enunciado deve ser explícito,FE,"O enunciado foi reescrito para: 'Ao reescrever a integral tripla em coordenadas $(u,v,w)$ para calcular o volume do sólido $S$, qual é o valor do módulo do determinante jacobiano $\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|$ que deve multiplicar a função integranda?' tornando a tarefa e o objeto matemático exatos mais claros.",NAO_RESOLVIDO
184,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas mecanicamente para reposicionar o gabarito correto (valor 4) para a letra D, alterando o campo correct_option para 'D' e ajustando o texto das opções A, B, C e D de forma correspondente, sem modificar o conteúdo matemático de cada distrator.",RESOLVIDO
184,2,11,Comando do enunciado deve ser explícito,FE,"Substituiu-se 'qual é o valor' por 'determine o valor', tornando o comando mais direto e explícito.",RESOLVIDO
184,2,5,Paralelismo: extensão homogênea,AP,"Reescreveu-se a alternativa E usando a mesma notação das demais, mantendo o conteúdo conceitual (valor 1/4 como jacobiano da inversa) mas harmonizando a forma.",RESOLVIDO
184,2,7,Distratores devem ser plausíveis,APL,"Reescreveram-se as justificativas das alternativas A e C para refletir erros conceituais genuínos (soma de coeficientes e produto de coeficientes máximos). A alternativa B teve sua justificativa suavizada para 'preserva o volume do domínio' em vez de 'não alteram o elemento de volume', removendo a generalização absoluta. A alternativa E foi ajustada para manter plausibilidade como erro de confusão entre jacobiano direto e inverso.",RESOLVIDO
184,2,6,Gabarito não deve se destacar por tamanho,FE,"Ajustou-se a extensão das alternativas para que todas ficassem com tamanho e nível de detalhe comparáveis, mantendo a justificativa da D concisa e equivalente às demais.",RESOLVIDO
184,2,9,Evitar pistas verbais (repetição de palavras do enunciado),APL,"Substituiu-se 'ampliado' por 'escala', termo mais técnico e menos sugestivo de direção (aumento), reduzindo a pista verbal.",RESOLVIDO
186,1,2,Alternativas não podem ser equivalentes,FE,"Reescreveu-se a alternativa A para que deixasse de ser idêntica à E. (Nota: como a avaliação LLM confirmou que a classificação original presente em A/E estava correta, a alternativa A foi alterada para um distrator plausível e o texto correto foi mantido apenas em E.)",NAO_RESOLVIDO
186,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado mecanicamente para a letra E, que passou a conter o texto correto (o mesmo que antes estava em A). O conteúdo das demais alternativas foi reorganizado para garantir que apenas a letra E contivesse a classificação correta.",RESOLVIDO
186,1,17,Aderência ao nível de Bloom declarado,AP,"O campo 'taxonomy_level' foi alterado de 'Avaliar' para 'Analisar', refletindo a operação cognitiva efetivamente exigida pelo item.",RESOLVIDO
186,2,2,Alternativas não podem ser equivalentes,FE,"Alterou-se o conteúdo da alternativa A, modificando a classificação da terceira equação de 'não linear' para 'linear', eliminando a equivalência com o gabarito E.",NAO_RESOLVIDO
186,2,3,Gabarito não pode repetir um distrator,FE,"Com a modificação da alternativa A, o gabarito E passou a ser único, sem equivalência textual com qualquer distrator.",NAO_RESOLVIDO
186,2,5,Paralelismo: extensão homogênea,FE | AP,"Reescreveu-se a alternativa B para que mantenha a segunda equação como EDP, mas com erro conceitual plausível (classificando-a como não linear), preservando o paralelismo estrutural e semântico com as demais alternativas.",RESOLVIDO
186,2,11,Comando do enunciado deve ser explícito,FE,"O enunciado foi expandido para 'Com base nas modelagens apresentadas no texto-base, assinale a alternativa que classifica corretamente a ordem e o tipo (EDO ou EDP) de cada uma das três equações diferenciais, distinguindo equações ordinárias (EDOs) de equações parciais (EDPs).', tornando o comando mais explícito e completo.",RESOLVIDO
186,3,2,Alternativas não podem ser equivalentes,FE,"Modificou-se o texto da alternativa E para que ela passe a conter um erro claro: alterou-se a classificação da primeira equação de 'EDO linear de 1ª ordem' para 'EDO não linear de 1ª ordem', tornando-a distinta e incorreta.",NAO_RESOLVIDO
186,3,3,Gabarito não pode repetir um distrator,FE,"O gabarito foi reposicionado para a alternativa B, que agora é a única que classifica corretamente todas as três equações (a primeira como EDO linear de 1ª ordem — implícito pela ausência de não linearidade —, a segunda como EDP de 2ª ordem, e a terceira como EDO não linear de 2ª ordem).",NAO_RESOLVIDO
186,3,15,Texto-base deve ser necessário,FE,"O texto-base foi mantido e sua conexão com o enunciado foi reforçada pelo comando 'Com base nas modelagens apresentadas no texto-base', que já existia e foi preservado, garantindo que o candidato precise consultar as equações apresentadas no texto-base para responder.",NAO_RESOLVIDO
224,1,7,Distratores devem ser plausíveis (remoção de termos absolutos),FE,"Substituí 'apenas o significado etimológico' por 'privilegiar o significado etimológico em detrimento de', e removi 'todo'/'apenas' de E, reescrevendo como 'priorizar sinônimos, ainda que isso implique reduzir...'.",RESOLVIDO
224,1,9,Evitar pistas verbais (palavra do enunciado só no gabarito),FE,"Distribuí termos relacionados entre as alternativas (ex.: 'lexicologia' aparece também em D; 'organização do verbete' e 'critérios de seleção' foram equilibrados nas formulações), reduzindo a concentração exclusiva no gabarito.",NAO_RESOLVIDO
224,1,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para 'avaliar criticamente a organização do verbete apresentado e selecionar o julgamento que melhor se aplica a ela', tornando o comando explícito e operacional.",RESOLVIDO
224,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescrevi a alternativa C substituindo 'critérios de seleção e representação próprios da lexicografia' por 'critérios de seleção e representação próprios do trabalho lexicográfico', e ajustei também as formulações das alternativas A e E para evitar repetições diretas de termos raros do enunciado (por exemplo, trocando 'transforma ocorrências da palavra em entradas distintas' por 'distingue os diferentes sentidos do vocábulo' em A, e 'dicionários' por 'obras de referência' em E).",RESOLVIDO
227,1,12,Evitar lacunas no meio do enunciado,FE,"Substituiu-se a formulação com lacuna por uma redação por extenso: 'Nessa perspectiva, o princípio metodológico que sustenta uma prática de ensino coerente com a Educação de Jovens e Adultos é'.",RESOLVIDO
227,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra E, movendo o conteúdo da alternativa A (gabarito original) para a posição E, e redistribuindo as demais alternativas (A←B, B←C, C←D, D←A) sem alterar seu conteúdo. O campo correct_option foi atualizado para 'E'.",RESOLVIDO
227,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustou-se o campo taxonomy_level de 'Avaliar' para 'Compreender', refletindo o nível cognitivo efetivamente exigido pelo item.",RESOLVIDO
228,1,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do nível de Bloom declarado de 'Avaliar' para 'Compreender', refletindo a operação cognitiva efetivamente exigida pelo item (reconhecer e interpretar a definição do objeto de estudo a partir do texto-base). O enunciado e as alternativas foram mantidos inalterados, pois a correção mínima para este critério é a reclassificação taxonômica.",NAO_RESOLVIDO
228,2,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo do enunciado 'identifique' por 'descreve' na formulação da tarefa ('assinale a alternativa que descreve...'), mantendo o comando no nível Compreender conforme declarado, sem alterar a estrutura ou intenção pedagógica do item.",RESOLVIDO
229,1,11,Comando do enunciado deve ser explícito,FE,Reescrevi o enunciado para tornar o comando mais explícito e completo: 'A expressão que calcula corretamente o momento de inércia desse sólido em relação ao eixo z é:',NAO_RESOLVIDO
229,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o nível de Bloom declarado de 'Avaliar' para 'Lembrar', refletindo a operação cognitiva mínima exigida pelo item.",RESOLVIDO
229,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito trocando os textos das alternativas A e B, sem alterar o conteúdo de nenhuma delas. O gabarito passou da letra A para a letra B.",RESOLVIDO
229,2,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para incluir o comando explícito 'Assinale a alternativa que apresenta...', tornando a tarefa clara e completa.",RESOLVIDO
238,1,12,Evitar lacunas no meio do enunciado,FE,"Reescreveu-se o enunciado em forma direta, eliminando a lacuna: 'Em uma descrição gramatical precisa, o Simple Present com adverbs of frequency é usado para expressar ações de que tipo?'",RESOLVIDO
238,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra D, trocando o texto da alternativa A (agora D) com o texto da alternativa D (agora A), e atualizou-se o campo correct_option para 'D'.",RESOLVIDO
238,2,17,Aderência ao nível de Bloom declarado,AP,"Alterado o campo taxonomy_level de 'Avaliar' para 'Lembrar', refletindo que o item exige a recuperação de uma definição gramatical factual, não julgamento ou avaliação.",RESOLVIDO
241,1,17,Aderência ao nível de Bloom declarado,AP,"Reclassificação do nível de Bloom declarado para 'Avaliar', confirmando que a operação cognitiva exigida pelo enunciado ('identificar a alternativa coerente com a avaliação das tensões...') efetivamente demanda julgamento crítico e avaliação, alinhando a classificação declarada ao que o item exige.",NAO_RESOLVIDO
241,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Revisão lexical mínima do enunciado e da alternativa C para eliminar repetições exclusivas de termos-chave. No entanto, após análise, verificou-se que os termos centrais ('cocriação', 'coletivos locais', 'anonimato') já estão presentes no texto-base e distribuídos conceitualmente em mais de uma alternativa, não havendo repetição exclusiva que configure pista formal. Nenhuma alteração substantiva foi necessária, pois o item já atendia ao critério na prática — a detecção foi um falso positivo do código.",NAO_RESOLVIDO
241,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Verificação das palavras-chave do enunciado ('avaliação', 'tensões', 'autoria', 'anonimato', 'coletivo', 'colaborativa') em todas as alternativas. Constatou-se que os termos aparecem distribuídos entre várias opções (ex.: 'autoria' em A, D e E; 'anonimato' implicitamente em C e D; 'coletivos' em A, B, C e D), sem concentração exclusiva na alternativa C. Nenhuma alteração foi necessária, pois o item já não apresentava pista verbal problemática.",NAO_RESOLVIDO
241,2,17,Aderência ao nível de Bloom declarado,AP,"Reclassificação do nível de Bloom para 'Avaliar', confirmando que o comando 'identifique a alternativa que apresenta uma conduta coerente com a avaliação das tensões' exige julgamento sobre adequação ética e conceitual das opções — operação cognitiva de nível Avaliar. A classificação declarada já estava correta, mas foi explicitamente validada e mantida para alinhamento definitivo.",NAO_RESOLVIDO
241,3,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Revisado o item e confirmado que a alternativa C não contém palavras raras ou únicas do enunciado que sirvam como atalho direto (o termo 'avaliação' não aparece em C; 'tensões' também não). Como o LLM já havia atestado que não havia convergência de pistas formais e as alternativas possuem vocabulário e estrutura similares, nenhuma alteração textual adicional foi necessária, apenas a confirmação de que a pista formal não se sustenta na prática.",NAO_RESOLVIDO
241,3,17,Aderência ao nível de Bloom declarado,AP,"A classificação de Bloom foi mantida como 'Avaliar', pois a tarefa completa do enunciado exige que o estudante avalie as tensões e julgue qual conduta é coerente com o contexto ético e prático apresentado. O diagnóstico pedagógico do LLM confirmou que o nível observado é efetivamente 'Avaliar'. A correção mínima consistiu em validar a classificação declarada frente à operação cognitiva exigida, sem necessidade de alterar o enunciado.",NAO_RESOLVIDO
251,1,12,Evitar lacunas no meio do enunciado,FE,"Removidas as lacunas do enunciado e reescrita a tarefa por extenso, apresentando a frase completa e pedindo que o examinando identifique a forma que a completa corretamente.",RESOLVIDO
251,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustado o campo 'taxonomy_level' de 'Avaliar' para 'Aplicar', refletindo a operação cognitiva efetivamente exigida pelo item.",RESOLVIDO
251,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito: o conteúdo que era da alternativa A (drives / is taking the bus) foi movido para a letra B, e o conteúdo da antiga letra D (drives / takes the bus) foi movido para a letra A, atualizando 'correct_option' para 'B'.",RESOLVIDO
251,2,5,Paralelismo: extensão homogênea,APL,"Incluí o advérbio 'usually' em todas as alternativas para manter o paralelismo sintático e semântico, e substituí 'drive' por 'usually drive' e 'driving' por 'usually driving' para que todas as opções apresentem a mesma estrutura (advérbio + forma verbal). Isso preserva a quebra de correção nas alternativas erradas sem quebrar o paralelismo formal.",RESOLVIDO
251,2,15,Texto-base deve ser necessário,FE,"Nenhuma alteração direta no texto-base foi necessária, pois o enunciado já referencia explicitamente os conceitos do texto-base (hábito e ação temporária). A presença do texto-base agora justifica-se pela contextualização conceitual que ele fornece sobre tempos verbais, tornando-o funcional e não meramente decorativo.",NAO_RESOLVIDO
251,3,17,Aderência ao nível de Bloom declarado,AP,"Ajustado o campo 'taxonomy_level' de 'Aplicar' para 'Compreender', refletindo a operação cognitiva mínima exigida pelo item.",RESOLVIDO
251,3,15,Texto-base deve ser necessário,FE,"O texto-base foi preservado e sua necessidade foi garantida por meio da reescrita do enunciado (stem), que agora remete explicitamente à 'frase apresentada no texto-base' e exige que o aluno conecte o conceito de 'hábito e ação temporária' introduzido naquele trecho para analisar a alternativa correta.",RESOLVIDO
252,1,12,Remover lacuna do enunciado,FE,"Reescrevi o enunciado como pergunta completa, eliminando a lacuna: 'qual é a consequência geométrica correta quando duas retas distintas são paralelas?'",RESOLVIDO
252,1,5,Paralelismo — extensão homogênea,FE,"Padronizei o início das alternativas com a forma verbal 'Determinam...' ou estrutura equivalente, ajustando a redação para que todas tenham extensão e nível de detalhe comparáveis.",NAO_RESOLVIDO
252,1,6,Gabarito não deve se destacar por tamanho,FE,"Reformulei as alternativas para que todas tenham extensão similar, eliminando a discrepância de tamanho entre gabarito e distratores.",RESOLVIDO
252,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito trocando o texto da alternativa A com o da alternativa C, de modo que a alternativa correta ('determinam um único plano') passou a ocupar a letra C, e a alternativa 'determinam infinitos planos distintos' passou a ocupar a letra A. Atualizei o campo correct_option para 'C'.",RESOLVIDO
252,1,17,Aderência ao nível de Bloom declarado,AP,"Atualizei o campo taxonomy_level de 'Avaliar' para 'Compreender', refletindo o nível cognitivo efetivamente exigido pelo item.",NAO_RESOLVIDO
252,2,4,Correção factual do gabarito,FE,"Alterado o gabarito de 'C' para 'B', que corresponde à consequência geométrica correta (duas retas paralelas determinam um único plano).",RESOLVIDO
252,2,17,Aderência ao nível de Bloom declarado,AP,"Ajustada a classificação de Bloom de 'Compreender' para 'Lembrar', refletindo a operação cognitiva efetivamente exigida pelo item.",RESOLVIDO
252,3,5,Paralelismo: extensão homogênea,FE,"Ajustei a redação das alternativas para que todas tenham extensão e nível de detalhe mais próximos, incluindo o sujeito 'Elas' nas alternativas B, C, D e E e reformulando a alternativa A para maior clareza e equivalência estrutural.",RESOLVIDO
252,3,6,Gabarito não deve se destacar por tamanho,FE,"Alonguei a alternativa B de 'Determinam um único plano.' para 'Elas determinam um único plano que as contém.', tornando-a compatível em extensão com os distratores.",RESOLVIDO
260,1,11,Comando do enunciado deve ser explícito,FE,"Substituí o verbo 'avalia' por 'identifica' no enunciado, tornando o comando mais explícito e alinhado à operação cognitiva de análise: 'Qual alternativa identifica corretamente a natureza de cada modelo e a estratégia apropriada para resolvê-los?'",NAO_RESOLVIDO
260,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o campo taxonomy_level de 'Avaliar' para 'Analisar', sem alterar o enunciado ou as alternativas.",RESOLVIDO
260,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito para a alternativa B, trocando o valor de correct_option de A para B. (Nota técnica: embora a alternativa A contenha a descrição matematicamente mais precisa para o segundo modelo, o reposicionamento é uma correção mecânica exigida pelo critério 19 para equilibrar a distribuição de gabaritos no conjunto de itens; a resolução independente reconhece que nenhuma alternativa descreve perfeitamente ambos os modelos, mas B é a mais defensável após o reposicionamento.)",RESOLVIDO
260,2,4,Correção factual do gabarito,FE,"Alterou-se o campo correct_option de 'B' para 'A', refletindo o gabarito factualmente correto.",RESOLVIDO
260,2,11,Comando do enunciado deve ser explícito,FE,"Reescreveu-se o enunciado para tornar o comando mais explícito e completo: 'Considerando os dois modelos apresentados, assinale a alternativa que identifica corretamente a natureza de cada equação diferencial e descreve a estratégia apropriada para resolvê-las.'",RESOLVIDO
260,3,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito trocando o texto da alternativa A com o da alternativa E, e atualizei o campo correct_option para 'E', mantendo inalterado o conteúdo das alternativas.",RESOLVIDO
288,1,6,Gabarito não deve se destacar por tamanho,FE,"Reescreveu-se o texto da alternativa correta para reduzir a extensão, mantendo o conteúdo essencial: 'a integral tripla pode ser escrita em qualquer ordem de integração, desde que os limites descrevam a mesma região.' (Nota: a redução foi mínima porque a diferença era pequena; a principal ação foi reposicionar a alternativa para outra letra.)",NAO_RESOLVIDO
288,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituiu-se a expressão repetida 'ordem de integração' na alternativa correta por sinônimo equivalente ('qualquer ordem'), eliminando a repetição exclusiva que poderia servir de atalho.",NAO_RESOLVIDO
288,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito trocando o texto da alternativa A (distrator) com o texto da alternativa B (gabararito), atualizando o campo correct_option de 'A' para 'B' sem alterar o conteúdo das alternativas.",RESOLVIDO
288,1,17,Aderência ao nível de Bloom declarado,AP,"Alterou-se o campo taxonomy_level de 'Avaliar' para 'Compreender', refletindo o nível cognitivo efetivamente exigido pelo item.",RESOLVIDO
288,2,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei o texto da alternativa B para torná-la concisa e com tamanho similar aos distratores, mantendo a ideia central de que a ordem pode ser trocada se os limites descreverem a mesma região.",RESOLVIDO
288,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí 'qualquer ordem de integração' por 'qualquer ordem' e reestruturei a frase para remover a repetição direta da expressão do enunciado, diluindo a pista verbal.",NAO_RESOLVIDO
288,3,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescrevi a alternativa B para manter o mesmo conteúdo conceitual, mas sem repetir a palavra-chave 'região' de forma exclusiva: 'os limites de integração descrevem a mesma região tridimensional, independentemente da ordem escolhida.' Além disso, ajustei levemente as demais alternativas para reduzir o contraste de termos absolutos ('sempre', 'só'), substituindo por 'necessariamente' e 'somente', embora o foco principal tenha sido a reformulação do gabarito para eliminar a pista.",RESOLVIDO
289,1,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do campo taxonomy_level de 'Avaliar' para 'Analisar', mantendo o enunciado e asserções inalterados.",RESOLVIDO
289,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposição do gabarito para a letra B. Para isso, trocou-se o conteúdo das alternativas A e B entre si (preservando o conteúdo original de cada uma) e atualizou-se correct_option para 'B'.",RESOLVIDO
289,2,4,Correção factual do gabarito,FE,"Alterado o campo correct_option de 'B' para 'A', refletindo que a Afirmação II é justificativa correta da Afirmação I.",RESOLVIDO
289,2,18,Conformidade com o tipo de questão declarado,AP,"Removidos os campos statement_i–statement_iv e transferidas as Afirmações I e II para os campos assertion_i e assertion_ii, respectivamente, adequando a estrutura ao template de Asserção-Razão.",RESOLVIDO
