question_id,question_type,discipline,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option,o_que_melhorar,n_melhorias,n_fe,n_ap,n_apl
160,Asserção-Razão,semantica,Avaliar,"Em uma equipe responsável pela revisão de um dicionário escolar destinado a estudantes do ensino superior, a lexicógrafa precisa definir como registrar a palavra “banco” em verbetes de consulta rápida. A obra será usada em leitura e produção textual, de modo que o tratamento do item lexical deve favorecer a identificação precisa dos sentidos sem fragmentar indevidamente a entrada. Nesse contexto, ela analisa se os empregos ligados ao estabelecimento financeiro, ao assento e ao conjunto de peixes devem ser organizados no mesmo verbete, com divisão interna por acepções e exemplos, ou se cada uso exige uma entrada autônoma. A decisão precisa considerar a relação entre unidade lexical, polissemia e estratégia de consulta do usuário, evitando tanto a dispersão excessiva quanto a sobreposição de significados sem critério.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"Em um dicionário escolar de consulta rápida, a palavra “banco” pode ser registrada em um único verbete quando os diferentes empregos forem organizados internamente por acepções, com marcas de uso e exemplos que distingam cada sentido.","PORQUE a polissemia permite que uma mesma forma lexical concentre sentidos relacionados ou estabilizados pelo uso, e essa organização interna do verbete atende melhor à identificação do significado pelo consulente do que a criação de verbetes totalmente independentes para cada emprego.","As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,A,[FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
165,Múltipla Escolha Simples,arte contemporanea,Avaliar,"Uma curadora desenvolve uma exposição sobre a produção contemporânea influenciada pela Pop Art. No projeto inicial, ela decide que o percurso deve evidenciar como artistas atuais dialogam criticamente com a cultura de consumo, explorando imagens amplamente reconhecíveis pelo público. Para isso, analisa obras que recorrem a fotografias de celebridades, embalagens de produtos e frames de campanhas publicitárias, organizando-as em núcleos que tensionam glamour e banalidade, desejo e saturação visual. Em reunião com a equipe, surge a dúvida: até que ponto a mostra deve enfatizar o brilho sedutor das imagens ou o comentário crítico sobre a sociedade de consumo? A curadora precisa tomar decisões curatoriais que aproximem o público desses símbolos familiares sem transformar a exposição em vitrine acrítica de consumo.","Considerando a situação descrita e os conceitos fundamentais da Pop Art, identifique a alternativa que apresenta uma decisão curatorial que reforça de modo mais consistente o caráter crítico do movimento em relação à cultura de massa.",,,,,,,"Organizar as obras de modo que imagens sedutoras de consumo sejam apresentadas em repetições exaustivas e justapostas a contextos banais, incentivando o público a confrontar o excesso de apelos visuais e seus efeitos na experiência cotidiana.","Selecionar obras que exaltem marcas famosas e celebridades em composições visualmente atraentes, destacando o fascínio do design publicitário como forma de valorizar a sofisticação estética da cultura de consumo.","Distribuir as obras de forma que cada sala simule um ambiente de loja de departamentos, com iluminação direcionada e disposição de peças como produtos, buscando reproduzir o clima envolvente das vitrines comerciais.","Agrupar as obras que utilizam imagens de produtos em um núcleo e as que utilizam imagens de celebridades em outro, mantendo uma separação clara entre esses conjuntos para facilitar a identificação imediata dos temas representados.","Priorizar obras que substituam grande parte das imagens de mídia e anúncios por formas abstratas, a fim de reduzir o foco do público em referências diretas à cultura de massa durante a visita.",A,[FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
167,Afirmação Incompleta,microbiologia e imunologia,Analisar,"Um grupo de pesquisadores analisa uma amostra de sangue periférico de um paciente com infecção viral aguda e discreta redução na quantidade de linfócitos B circulantes. O hemograma evidencia porcentagem global de linfócitos dentro da faixa esperada, mas a citometria de fluxo mostra aumento relativo de uma população linfocitária grande, com citoplasma abundante e granulações, que não apresenta os marcadores usuais das populações B e T. Paralelamente, observa-se redução na carga viral ao longo dos dias, antes do pico de produção de anticorpos séricos específicos. Diante desse cenário, a equipe discute quais células participam da contenção inicial da infecção e qual tipo de resposta imune é predominante nesta fase, considerando a contribuição de diferentes subtipos linfocitários na eliminação de células infectadas e na coordenação entre componentes celulares e humorais da resposta imune adaptativa.","Nesse cenário clínico, a participação predominante das células citotóxicas granulares descritas se relaciona mais adequadamente ao fato de",,,,,,,"atuarem contra células infectadas de forma independente da produção de imunoglobulinas, contribuindo para o controle inicial antes da resposta mediada por anticorpos.",substituírem a função dos linfócitos B ao secretarem diretamente imunoglobulinas que neutralizam o vírus ainda na fase inicial da infecção.,"gerarem, a partir da interação com antígenos solúveis, receptores específicos para cada vírus, responsáveis pela memória imunológica duradoura.","diferenciarem-se em plasmócitos de vida longa após contato com o vírus, garantindo aumento sustentado da concentração de anticorpos séricos.",organizarem o recrutamento de linfócitos T auxiliares por meio da apresentação de antígenos virais em moléculas do complexo principal de histocompatibilidade de classe II.,A,[FE] eliminar pista: palavra do enunciado só no gabarito | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
171,Afirmação Incompleta,funcionamento da educacao brasileira e politicas publicas,Analisar,"Uma secretaria municipal de educação elabora seu plano plurianual com a intenção de ampliar vagas na educação infantil e no ensino médio. Para fundamentar essa decisão, a equipe técnica precisa interpretar a organização dos níveis e etapas da educação nacional prevista na legislação, bem como analisar dados de matrícula, fluxo e atendimento. Ao estruturar o diagnóstico, torna-se indispensável distinguir quais etapas integram a educação básica e quais pertencem à educação superior, reconhecendo que, nesta última, há organização própria de cursos de graduação e de distintas formas de pós-graduação, com finalidades e requisitos específicos. Também é necessário identificar modalidades que atravessam diferentes níveis, como aquelas destinadas a jovens e adultos ou a pessoas com deficiência, já que essa compreensão é decisiva para definir metas, formação docente e fontes de financiamento compatíveis com cada etapa e modalidade.","Para organizar adequadamente o diagnóstico e relacionar metas e recursos às responsabilidades de cada rede, a equipe técnica deve",,,,,,,"diferenciar as etapas da educação básica das da educação superior, reconhecendo que a educação infantil, o ensino fundamental e o ensino médio compõem a primeira, enquanto a segunda se estrutura em cursos de graduação e em diferentes modalidades de pós-graduação, e identificando as modalidades que podem ocorrer em ambos os níveis.","classificar a educação infantil, o ensino fundamental, o ensino médio e os cursos de graduação como partes de um mesmo nível escolar, tratando a pós-graduação como modalidade específica voltada ao atendimento de públicos diferenciados.","organizar as etapas de escolarização obrigatória e não obrigatória em um conjunto ampliado, concentrando a distinção sobretudo nas modalidades que atendem jovens, adultos e pessoas com deficiência, independentemente do nível em que ocorram.","considerar a educação infantil e a educação superior como etapas agrupadas em um mesmo nível, reservando outro nível para o ensino fundamental e o ensino médio, em função do peso desses últimos no atendimento da população.","distribuir as etapas de ensino segundo o tipo de público atendido, agrupando crianças, adolescentes, jovens e adultos em blocos de idade, sem vincular esses grupos aos níveis definidos na legislação educacional.",A,[FE] encurtar o gabarito (mais longo que os distratores) | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
184,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Considere a transformação de variáveis dada por $x=u+v+w$, $y=u-v+w$ e $z=u+v-w$. Um estudante deseja calcular o volume do sólido $S$, definido no espaço cartesiano pelas desigualdades $0\le x+y\le 2$, $0\le x+z\le 2$ e $0\le y+z\le 2$, por meio da integral tripla após a mudança de coordenadas. Sabe-se que, no novo sistema, o domínio correspondente é o cubo $0\le u\le 1$, $0\le v\le 1$, $0\le w\le 1$.","Qual deve ser o fator multiplicativo correto da função integranda ao reescrever a integral tripla em coordenadas $(u,v,w)$?",,,,,,,"$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=4$, pois a transformação é linear e o volume é ampliado por esse fator no novo sistema.","$\left|\dfrac{\partial(u,v,w)}{\partial(x,y,z)}\right|=\dfrac{1}{4}$, pois o jacobiano deve ser o inverso da transformação direta.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=8$, pois cada variável depende de três parâmetros e os coeficientes da transformação devem ser multiplicados.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=2$, pois apenas duas combinações lineares independentes aparecem nas restrições do sólido.","$\left|\dfrac{\partial(x,y,z)}{\partial(u,v,w)}\right|=1$, pois mudanças lineares de coordenadas não alteram o elemento de volume.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] explicitar o comando do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
186,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Em um estudo sobre o resfriamento de um corpo, um grupo modelou a temperatura $T$ em função do tempo $t$ por meio da relação $\frac{dT}{dt}+kT=0$, com $k>0$. Em seguida, outro grupo propôs uma modelagem da temperatura $u(x,t)$ em uma barra, em que a variação no tempo dependia também da posição, usando $\frac{\partial u}{\partial t}=\alpha \frac{\partial^2 u}{\partial x^2}$. Por fim, um terceiro grupo analisou a equação $T\,\frac{d^2T}{dt^2}+\left(\frac{dT}{dt}\right)^2=e^t$.","Com base nas modelagens apresentadas, qual alternativa classifica corretamente a ordem e o tipo das equações, distinguindo EDOs de EDPs?",,,,,,,A primeira é uma EDO linear de 1ª ordem; a segunda é uma EDP de 2ª ordem; a terceira é uma EDO não linear de 2ª ordem.,A primeira é uma EDO não linear de 1ª ordem; a segunda é uma EDO linear de 2ª ordem; a terceira é uma EDO linear de 2ª ordem.,A primeira é uma EDP de 1ª ordem; a segunda é uma EDO de 2ª ordem; a terceira é uma EDP não linear de 2ª ordem.,A primeira é uma EDO linear de 2ª ordem; a segunda é uma EDP de 1ª ordem; a terceira é uma EDO não linear de 1ª ordem.,A primeira é uma EDO linear de 1ª ordem; a segunda é uma EDO de 2ª ordem; a terceira é uma EDP linear de 2ª ordem.,A,[FE] diferenciar gabarito do distrator equivalente | [FE] diferenciar alternativas quase idênticas | [FE] explicitar o comando do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
224,Múltipla Escolha Simples,semantica,Avaliar,"Em um dicionário contemporâneo de língua portuguesa, a palavra 'banco' aparece com várias acepções: 'instituição financeira', 'assento longo' e 'faixa de areia'. A obra também registra a classe gramatical, exemplos de uso e remissões para unidades correlatas, como 'banqueta' e 'bancada'. Em uma revisão crítica desse verbete, um lexicógrafo observa que a seleção e a organização dessas informações não são neutras, pois dependem de critérios sobre o que conta como unidade lexical e sobre como representar seus sentidos de forma adequada ao uso linguístico.","Considerando a relação entre lexicologia e lexicografia, qual julgamento melhor avalia a organização do verbete apresentado?",,,,,,,"Ela é adequada porque transforma qualquer ocorrência da palavra em verbete autônomo, garantindo que cada sentido seja tratado como item lexical independente.","Ela é inadequada porque dicionários devem registrar apenas o significado etimológico original, excluindo acepções de uso corrente e exemplos contextuais.","Ela é adequada porque articula a descrição do item lexical em suas acepções, usos e relações paradigmáticas, conforme critérios de seleção e representação próprios da lexicografia.","Ela é inadequada porque a lexicologia se limita à classificação morfológica das palavras, sem considerar sentidos, remissões ou organização de verbetes.","Ela é adequada porque todo dicionário deve apresentar apenas sinônimos diretos, dispensando a identificação de acepções distintas do mesmo vocábulo.",C,[FE] suavizar termos absolutos nos distratores | [FE] eliminar pista: palavra do enunciado só no gabarito | [FE] explicitar o comando do enunciado,3,3,0,0
227,Afirmação Incompleta,educacao de jovens e adultos,Avaliar,"No contexto da Educação de Jovens e Adultos, o planejamento docente precisa articular experiências prévias dos estudantes, objetivos formativos e situações significativas de aprendizagem. Considerando os princípios metodológicos e as práticas de ensino, a organização do trabalho pedagógico exige decisões que favoreçam a participação, a problematização e a contextualização dos conteúdos.","Nessa perspectiva, o princípio metodológico que melhor sustenta uma prática de ensino coerente com a EJA é a ______.",,,,,,,mediação pedagógica fundamentada na problematização da realidade do estudante e na valorização de seus saberes.,"transmissão sequencial de conteúdos padronizados, independentemente das experiências sociais dos educandos.","centralização do ensino na repetição mecânica de exercícios, para assegurar a homogeneidade da turma.","substituição da contextualização por atividades descoladas do cotidiano, para evitar interferências subjetivas.","priorização exclusiva da memorização de conceitos abstratos, como estratégia suficiente para a aprendizagem.",A,[FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
228,Afirmação Incompleta,geografia economica,Avaliar,"Em um seminário sobre a formação da Geografia Econômica, uma professora apresenta três ideias centrais: (I) a economia estuda a administração dos recursos e das atividades produtivas; (II) a Geografia Econômica analisa a distribuição espacial dessas atividades e suas conexões territoriais; (III) a consolidação da área foi marcada por autores que, em diferentes momentos, relacionaram espaço, produção e circulação, como Alfred Weber e Milton Santos.","Considerando o contexto apresentado, identifique a alternativa que expressa o objeto de estudo da Geografia Econômica como sub-ramo da Geografia.",,,,,,,"as variações climáticas e geomorfológicas que explicam, isoladamente, a localização dos fenômenos naturais, com foco exclusivo nos elementos físicos.","a administração interna das empresas, concentrando-se na eficiência gerencial e na contabilidade das organizações, com ênfase nos processos administrativos.","a organização espacial da produção, da circulação e do consumo, articulando recursos, território e desigualdades em diálogo com a economia.","as leis universais do mercado, consideradas independentes do espaço geográfico e dos processos históricos de formação territorial.","os aspectos culturais do comércio internacional, privilegiando apenas os fluxos monetários e os acordos financeiros entre países.",C,[FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar),2,1,1,0
229,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Em aplicações de engenharia e de ciências exatas, o cálculo de integrais triplas permite determinar propriedades globais de sólidos com densidade variável, como volume, massa, centro de massa e momentos de inércia. Para isso, é essencial interpretar corretamente a função densidade e o domínio de integração.","Considere um sólido $E$ com densidade variável $\rho(x,y,z)$. Para determinar o momento de inércia em relação ao eixo $z$, a expressão correta é...",,,,,,,"$I_z=\iiint_E (x^2+y^2)\,\rho(x,y,z)\,dV$.","$I_z=\iiint_E z^2\,\rho(x,y,z)\,dV$.","$I_z=\iiint_E (x+y)^2\,\rho(x,y,z)\,dV$.","$I_z=\iiint_E (x^2+y^2+z^2)\,\rho(x,y,z)\,dV$.","$I_z=\iiint_E xy\,\rho(x,y,z)\,dV$.",A,[FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
238,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Em inglês, a escolha entre tempos verbais no presente depende da relação entre hábito, ação em progresso e planejamento futuro. Em usos cotidianos, formas como o Simple Present, os adverbs of frequency e o Present Continuous podem coexistir para expressar diferentes valores aspectuais e temporais em contextos reais de comunicação.","Em uma descrição gramatical precisa, o Simple Present com adverbs of frequency é usado para expressar ações ____.",,,,,,,"habituais, regulares ou gerais, com marcação temporal de rotina.","em progresso no momento da fala, com foco na duração da ação.","planejadas para o futuro próximo, especialmente em arranjos já definidos.","concluídas anteriormente, mas relevantes para o presente.","hipotéticas e condicionais, dependentes de uma cláusula if.",A,[FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
241,Múltipla Escolha Simples,arte contemporanea,Avaliar,"Uma curadora independente é convidada por uma prefeitura para coordenar um projeto de arte urbana em área central marcada por conflitos entre moradores, comerciantes e grupos de jovens. A gestão municipal declara interesse em valorizar intervenções visuais no espaço público, mas demonstra receio de que o projeto privilegie murais assinados por artistas já consagrados, reduzindo a presença de coletivos locais que costumam atuar em anonimato em muros, passagens e fachadas pouco visíveis. Em encontros abertos, representantes de crews de grafite, artistas de lambe-lambe e jovens ligados ao hip hop manifestam desconfiança diante da institucionalização de práticas que nasceram à margem de editais e patrocínios. Diante disso, a curadora precisa definir critérios de seleção e modos de produção que articulem reconhecimento profissional, participação efetiva dos coletivos, preservação de zonas de anonimato e respeito às dinâmicas urbanas já existentes.","Considerando a situação descrita, identifique a alternativa que apresenta uma conduta da curadora coerente com a avaliação das tensões entre autoria individual e anonimato coletivo na arte urbana, valorizando a dinâmica colaborativa dos grupos locais.",,,,,,,"Elaborar um edital prevendo murais de grande escala com assinatura destacada de artistas convidados e participação dos coletivos locais em funções técnicas e criativas subordinadas a esses convidados, de modo a garantir identidade autoral clara nas obras.","Estabelecer um circuito de murais em fachadas centrais com artistas reconhecidos em galerias e restringir intervenções em áreas periféricas, concentrando a programação em zonas de maior visibilidade institucional.","Organizar um processo de cocriação em que coletivos locais indiquem locais de intervenção, decidam se as obras terão assinatura individual, autoria compartilhada ou permanência anônima e negociem com moradores e comerciantes as formas de ocupação do espaço.","Contratar uma equipe de produção para mapear intervenções anônimas existentes e substituí-las por murais autorizados, com placas fixadas ao lado das obras registrando o nome de cada participante para fins de visibilidade profissional.","Definir em regulamento que todas as obras do projeto terão autoria registrada em contrato nominal e contabilidade de horas de trabalho, estabelecendo critérios homogêneos de participação para artistas individuais e coletivos.",C,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar),2,1,1,0
251,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Em contextos comunicativos reais, a escolha do tempo verbal em inglês depende não apenas do momento da ação, mas também de sua regularidade, duração e da perspectiva temporal atribuída pelo falante. Considere a descrição de hábitos, ações em progresso e compromissos já agendados.","Ao analisar a frase ""She usually ___ to work, but this week she ___ because her car is in the shop"", a completação correta é",,,,,,,drives / is taking the bus,is driving / takes the bus,drive / is taking the bus,drives / takes the bus,driving / takes the bus,A,[FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
252,Afirmação Incompleta,geometria espacial,Avaliar,"Na Geometria Espacial, a determinação de um plano está associada a relações fundamentais entre pontos, retas e outros planos. Entre essas relações, destacam-se as condições que garantem a existência e a unicidade de um plano, bem como as posições relativas possíveis entre planos no espaço.","Com base nesses postulados e teoremas, pode-se afirmar que, se duas retas distintas são paralelas, então elas __________.",,,,,,,determinam um único plano.,determinam infinitos planos distintos.,"não podem determinar qualquer plano, pois paralelismo impede coplanaridade.",determinam apenas uma reta perpendicular comum.,intersectam-se necessariamente em um ponto do espaço.,A,[FE] alongar o gabarito (mais curto que os distratores) | [FE] homogeneizar a extensão das alternativas (paralelismo) | [FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),5,4,0,1
260,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Em um laboratório de engenharia, um sensor mede a temperatura $y(t)$ de um equipamento. A equipe propõe dois modelos de primeira ordem para a variação térmica. No primeiro, a taxa de variação atende a $\dfrac{dy}{dt}=3y-6$. No segundo, após uma calibração, o modelo passa a ser $\dfrac{dy}{dt}=\dfrac{t^2+1}{y}$. Deseja-se identificar, para cada modelo, a estratégia de resolução mais adequada antes de iniciar os cálculos.",Qual alternativa avalia corretamente a natureza dos dois modelos e a estratégia apropriada para resolvê-los?,,,,,,,"O primeiro modelo é linear e pode ser tratado por fator integrante; o segundo é separável, pois pode ser escrito como $y\,dy=(t^2+1)\,dt$.","O primeiro modelo é separável e o segundo é exato, pois ambos envolvem derivadas de primeira ordem com variáveis misturadas.","O primeiro modelo é homogêneo e o segundo é linear, pois em ambos a variável dependente aparece com grau um.","O primeiro modelo é exato e o segundo é homogêneo, porque ambos podem ser integrados diretamente sem substituições.","O primeiro modelo não é de primeira ordem e o segundo não admite separação de variáveis, exigindo métodos numéricos desde o início.",A,[FE] explicitar o comando do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
288,Afirmação Incompleta,calculo diferencial e integral iii,Avaliar,"Em problemas de engenharia, o cálculo do volume de um sólido pode exigir a integração de uma função de densidade em uma região tridimensional descrita por limites dependentes das variáveis de integração. Em certos casos, a ordem de integração pode ser alterada sem modificar o valor da integral.","Para uma função contínua em uma região sólida limitada por superfícies coordenadas e representável como região do tipo I, II ou III, o resultado que justifica a troca da ordem de integração em uma integral tripla é que...",,,,,,,"a integral tripla pode ser escrita em qualquer ordem de integração, desde que os limites descrevam a mesma região.","a integral tripla depende da ordem de integração, mesmo quando a função é contínua.",a integral tripla só existe em regiões do tipo I.,a integral tripla sempre se reduz a uma integral dupla.,a troca de ordem altera o volume calculado.,A,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
289,Asserção-Razão,geometria espacial,Avaliar,"No dimensionamento de revestimentos para um tronco de pirâmide de base quadrada, é essencial representar corretamente a geometria das faces laterais. Cada face lateral tem a forma de um trapézio isósceles, cujos lados paralelos correspondem aos lados das bases maior e menor, e cuja altura é a apótema lateral, isto é, a distância medida ao longo da face entre as bases, perpendicular às arestas das bases. A área lateral total pode ser obtida somando-se as áreas dessas faces trapézias ou, de modo equivalente, utilizando-se o perímetro das bases e a apótema lateral em uma expressão global apropriada. Uma modelagem inadequada que substitua a apótema lateral pela altura do tronco, ou que considere apenas o perímetro de uma das bases, altera significativamente o valor da área lateral e pode comprometer o orçamento de obras que dependem de estimativas precisas de consumo de materiais.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"Ao calcular a área lateral de um tronco de pirâmide de base quadrada, cada face lateral deve ser tratada como um trapézio cujos lados paralelos são os lados correspondentes das bases maior e menor, e cuja altura é a apótema lateral da face, de modo que a área lateral total resulte da soma das áreas desses quatro trapézios.","PORQUE a área lateral de um tronco de pirâmide não pode ser corretamente obtida substituindo-se a apótema lateral pela altura do tronco nem considerando apenas o perímetro de uma das bases, uma vez que essas grandezas não representam a distância efetiva percorrida sobre as faces entre as bases nem incorporam simultaneamente a contribuição dos dois perímetros.","As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,A,[FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
312,Afirmação Incompleta,semantica,Avaliar,"Em estudos de semântica, a relação entre signos, significados e a intenção do falante é central para compreender como os enunciados produzem sentido em contextos específicos. Em uma mesma forma verbal, a interpretação pode variar conforme o uso, a situação comunicativa e o propósito enunciativo.","Nessa perspectiva, a significação verbal é compreendida de modo mais adequado como um processo que se realiza pela articulação entre o sentido linguístico e a __________.",,,,,,,"intenção comunicativa do falante, que orienta a interpretação do enunciado em contexto.","forma gráfica da palavra, que determina de modo fixo o significado em qualquer situação.","quantidade de sílabas do termo, que define seu valor semântico de maneira estável.","ordem alfabética dos signos, que estabelece automaticamente a relação de sentido.","pronúncia individual do falante, que substitui o significado convencional do signo.",A,[FE] remover lacuna (__) do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
322,Afirmação Incompleta,educacao de jovens e adultos,Analisar,"Uma equipe de planejamento educacional de um município decide revisar o plano de Educação de Jovens e Adultos (EJA) para alinhá-lo ao Plano Nacional de Educação (PNE) vigente. O diagnóstico local indica grande contingente de jovens e adultos com escolarização básica incompleta e baixa taxa de matrícula na EJA, sobretudo entre trabalhadores que conciliam longas jornadas de trabalho com responsabilidades familiares. Ao analisar as normas nacionais, a equipe identifica que o PNE apresenta um conjunto de diretrizes, metas e estratégias que orientam a expansão da educação básica, incluindo a correção de trajetórias escolares interrompidas e a redução das desigualdades educacionais. Diante disso, o grupo precisa organizar o plano municipal de forma coerente com a estrutura do PNE, distinguindo claramente os resultados quantitativos pretendidos das ações previstas para alcançá-los.","No alinhamento do plano municipal de EJA ao Plano Nacional de Educação, a organização mais adequada entre metas e estratégias consiste em considerar que as metas locais devem expressar",,,,,,,"resultados quantificáveis de atendimento, como percentuais de jovens e adultos a serem escolarizados, enquanto as estratégias detalham formas de oferta, responsáveis e prazos para alcançar esses resultados.","descrições gerais das ações de oferta, como criação de turmas noturnas e uso de espaços comunitários, enquanto as estratégias concentram os percentuais de atendimento e os resultados numéricos esperados.","principalmente os prazos administrativos e os órgãos responsáveis pela execução, enquanto as estratégias definem a abrangência do público da EJA em termos percentuais.","prioritariamente os mecanismos de acompanhamento e avaliação do plano, enquanto as estratégias especificam os resultados numéricos e os indicadores de cobertura a serem atingidos.","principalmente a ampliação qualitativa da EJA, com formulações genéricas sobre melhoria do atendimento, enquanto as estratégias municipais agregam, em anexo, estimativas aproximadas de cobertura.",A,[FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Avaliar vs declarado Analisar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
327,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Na abordagem da lexicogrammar, a língua é compreendida como um sistema integrado em que escolhas lexicais e gramaticais atuam conjuntamente na produção de sentidos. No ensino orientado pela BNCC, esse entendimento sustenta o eixo de conhecimentos linguísticos, ao favorecer a análise de formas, funções e usos em situações de comunicação.","Considerando a lexicogrammar e sua articulação com o eixo de conhecimentos linguísticos na BNCC, o trabalho pedagógico com a língua inglesa deve priorizar a análise de ______.",,,,,,,como escolhas lexicais e gramaticais se combinam para produzir sentido em contextos de uso.,"como as palavras funcionam isoladamente, sem relação com a organização gramatical do texto.",como a memorização de listas de vocabulário substitui o estudo das estruturas linguísticas.,"como as regras gramaticais devem ser ensinadas separadamente das práticas de leitura, fala e escrita.",como a descrição de categorias morfológicas dispensaria a observação dos contextos de enunciação.,A,[FE] remover lacuna (__) do enunciado | [FE] conectar as alternativas ao conteúdo do item | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Analisar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
